model,mean,lower,upper,prob_positive,y_sd,mean_std,lower_std,upper_std
label_date_rw2_creator,4.386630095864536,3.613951164067716,5.1429070173282545,0.9999998145281013,2.4452170594993454,1.793963476094303,1.4779674262569014,2.1032517327444364
