word1,word2,ppmi,cooc_n
signum,turbo,0.6154515212822236,93
claudo,signum,0.6154515212822236,93
campus,disco,0.6154376288237444,91
frango,uxor,0.6154361308658354,75
comes,longus,0.6154263941941218,105
roma,tego,0.6154209849730228,81
fundo,iuuenis,0.6154209849730228,81
dignus,exemplum,0.6154209849730226,108
iudex,nescio,0.6154136326805777,103
contineo,imperium,0.6154079283529897,87
extremus,malo,0.6153807548091502,80
maior,praesens,0.6153679761546146,100
recipio,socius,0.6153627336769147,78
contingo,saeculum,0.6153588213980319,67
ars,studium,0.6153533721779515,112
ars,premo,0.6153533721779515,112
dignus,iudex,0.6153497573651717,101
alo,subeo,0.6153452589497386,90
humanus,spes,0.6153213466600161,114
lux,traho,0.6153213466600161,114
memoria,romanus,0.6153213466600161,57
numerus,scelus,0.6153201821150532,77
scelus,uarius,0.6153201821150532,77
telum,uarius,0.6153201821150532,77
caesar,templum,0.6153168631693495,60
periculum,uia,0.6153109199685199,86
sensus,turba,0.6153057519965097,69
dolor,luna,0.6153057519965097,69
flumen,iaceo,0.6153057519965096,92
doceo,sensus,0.6153057519965096,92
diuersus,rego,0.6152679276527575,94
diuersus,natura,0.6152679276527575,94
beatus,proelium,0.6152605552777839,59
paucus,uxor,0.6152522059067002,83
male,perdo,0.6152480613529546,104
grauis,sedes,0.6152467566866195,113
abeo,colo,0.6152141181652347,97
noceo,sedeo,0.6152116387782387,85
ingenium,species,0.6152101166259761,79
secundus,suscipio,0.6152101166259761,79
disco,iudico,0.6152062544589915,67
acies,fortis,0.6152062544589915,67
pius,turba,0.6151933987578095,89
campus,dolor,0.6151933987578095,89
iudicium,male,0.6151729383389838,87
tego,timeo,0.6151655245041406,103
consul,defendo,0.6151542483222557,66
ferrum,paulus,0.6151542483222557,66
ferrum,nolo,0.6151542483222555,88
altus,iustus,0.6151542483222555,88
communis,consto,0.6151542483222555,88
murus,sedes,0.6151505612173519,63
alo,auxilium,0.6151485827764229,82
claudo,cor,0.6151485827764229,82
alo,claudo,0.6151485827764229,82
cor,saeculum,0.6151485827764229,82
accedo,audio,0.6151420227108222,114
alienus,debeo,0.6151420227108222,114
debeo,facile,0.6151420227108222,95
iudex,maximus,0.6151420227108222,95
lingua,occido,0.6151181152803916,90
aurum,occido,0.6151181152803916,90
ingenium,transeo,0.6151054977003172,81
uetus,uitium,0.6151006448272952,104
mille,uetus,0.615100644827295,117
ager,pugno,0.615074784519504,76
auris,malo,0.6150701475695045,116
auris,par,0.6150701475695045,116
miles,nolo,0.6150668319141402,93
ciuis,uoluptas,0.6150523727936882,57
spatium,uoluptas,0.6150523727936882,57
coepio,ordo,0.6150504654359605,94
ordo,sedeo,0.6150504654359605,94
anima,periculum,0.6150362072704872,61
nescio,potestas,0.6150252077388134,99
conuenio,nego,0.6150148852114455,110
disco,nego,0.6150148852114455,110
fortis,nego,0.6150148852114455,110
animal,nego,0.6150148852114455,55
aer,murus,0.6150148852114455,55
extremus,praesens,0.6150075508488566,76
copia,laudo,0.6150075508488566,76
ingenium,proximus,0.6150059308161805,83
caesar,lego,0.614998341109004,73
inimicus,officium,0.6149883420589138,84
cursus,sidus,0.6149883420589138,84
crimen,sidus,0.6149883420589138,84
cursus,sensus,0.6149883420589138,70
iustus,officium,0.6149883420589137,98
felix,saeuus,0.6149403216982715,76
ciuitas,sermo,0.614938003532312,58
caro,graeci,0.6149380035323119,29
proximus,signum,0.6149310945205422,102
castra,natura,0.6149283498578819,73
inuenio,sedeo,0.6149174778701019,103
gaudeo,iustus,0.6149174778701019,103
consilium,diuido,0.6149110586563447,85
consilium,singulus,0.6149110586563447,85
princeps,uarius,0.6149110586563447,85
perdo,rogo,0.6149094341444091,111
malum,miles,0.6149063311514172,89
exercitus,minor,0.6149011903931724,67
furor,sanctus,0.6148993305318622,82
disco,exemplum,0.6148840722084463,98
membrum,tego,0.6148840722084463,98
fortis,tego,0.6148840722084463,98
fama,littera,0.6148531795257622,81
intellego,trado,0.6148531795257622,81
fama,paulus,0.6148531795257622,81
miser,nolo,0.6148531795257621,108
ostendo,suscipio,0.6148509534722545,85
par,suscipio,0.6148509534722545,85
edo,tertius,0.6148470758424943,93
aurum,ferrum,0.6148470758424943,93
comes,sanguis,0.6148470758424943,93
altus,sanguis,0.6148470758424943,93
lingua,uultus,0.6148470758424943,93
lingua,uictor,0.6148470758424943,93
bonum,certus,0.6148410281930646,109
malum,morior,0.6148309192136717,102
abeo,frango,0.6148205568236208,87
frango,miles,0.6148205568236208,87
frango,iudex,0.6148205568236208,87
iudex,uarius,0.6148205568236208,87
dolor,paucus,0.6148058769548587,100
pax,senatus,0.6148058769548587,64
contingo,dubius,0.6148058769548586,80
filius,istic,0.6148058769548586,40
istic,turba,0.6148058769548586,40
contingo,ualeo,0.6148058769548584,96
istic,ualeo,0.6148058769548584,48
gloria,oratio,0.6147671765156038,66
bene,nauis,0.6147671765156038,66
ferrum,reperio,0.6147519147823284,71
comes,turbo,0.6147519147823284,71
consto,turbo,0.6147519147823284,71
claudo,comes,0.6147519147823284,71
comes,saeculum,0.6147519147823284,71
litus,signum,0.6147478268576083,88
amicus,prouincia,0.614740939781551,59
arbor,paulus,0.614740939781551,59
ingenium,male,0.6147341301350054,89
frango,male,0.6147341301350054,89
ingenium,tristis,0.6147341301350054,89
imperator,plenus,0.6147307539408879,51
iudex,uitium,0.6147307539408878,85
metus,miles,0.6147307539408878,85
abeo,metus,0.6147307539408878,85
frater,numen,0.6147270443086423,81
debeo,publicus,0.6146920789462009,101
malus,nolo,0.6146916677754313,123
parum,species,0.6146897801299762,88
ordo,suscipio,0.6146897801299762,88
parum,suscipio,0.6146897801299762,88
lumen,scelus,0.6146842520459272,84
maximus,spatium,0.6146842520459272,84
exemplum,sensus,0.6146799697483032,71
iaceo,transeo,0.6146767363851694,89
diuersus,iaceo,0.6146767363851694,89
specto,uulnus,0.6146767363851694,89
ferus,pondus,0.6146767363851692,89
gloria,laus,0.614673063297333,125
pius,templum,0.6146706595927434,85
mons,secundus,0.6146515094054176,91
humanus,numerus,0.6146515094054176,91
ingenium,traho,0.6146515094054176,91
eques,uinco,0.6146393074533493,69
miles,potestas,0.6146366318644854,83
felix,miles,0.6146366318644854,83
miser,perdo,0.614611078084076,118
adsum,flamma,0.6146042437250192,95
cado,iniuria,0.6146042437250191,76
inimicus,proximus,0.6146042437250191,76
oro,proximus,0.6146042437250191,76
imperium,princeps,0.6145930430709009,96
ferrum,nego,0.6145713278743883,98
defendo,plenus,0.6145713278743883,98
bene,utor,0.6145677945988831,118
facile,modus,0.6145504817293611,100
graeci,modus,0.614550481729361,60
mare,secundus,0.6144967226238996,95
numerus,praesto,0.6144967226238996,95
coepio,spatium,0.6144952697152127,74
sedeo,telum,0.6144952697152127,74
minor,timeo,0.6144893711759861,117
caro,sanguis,0.6144719117037855,65
iudex,occido,0.6144341207256807,79
abeo,saeuus,0.6144341207256807,79
noceo,turba,0.614427017317821,91
alienus,proprius,0.614427017317821,91
dolor,pondus,0.614427017317821,91
dubius,premo,0.614427017317821,91
frango,paucus,0.6144241247074278,97
numerus,paucus,0.6144241247074278,97
frango,timeo,0.6144241247074278,97
ops,sapio,0.6144077085243542,93
fortis,morior,0.6144045708806304,105
diuersus,ferrum,0.6144026511429436,76
consto,uulnus,0.6144026511429436,76
defendo,diuersus,0.6144026511429436,76
surgo,uoluptas,0.6143963124126038,53
coepio,sermo,0.6143905083092189,83
patior,periculum,0.6143802544755668,84
ius,periculum,0.6143802544755668,84
castra,usus,0.6143802544755668,72
par,sensus,0.6143802544755667,72
felix,periculum,0.6143802544755667,60
cupio,ingenium,0.6143544649950945,99
frango,imperium,0.6143544649950945,99
mille,mons,0.6143462125018099,100
humanus,pax,0.6143462125018099,100
audeo,confero,0.6143462125018099,100
iudicium,scribo,0.6143462125018099,100
imperator,perdo,0.6143462125018099,50
existimo,humanus,0.6143462125018099,50
malus,scelus,0.6143381234903275,101
medius,spatium,0.6143381234903275,101
contingo,iudex,0.6143249921175077,77
defendo,spes,0.6143224168587907,103
casus,spes,0.6143224168587907,103
durus,longus,0.6143183608397602,110
dignus,praesens,0.614314790169956,104
dignus,laudo,0.614314790169956,104
longe,rego,0.614314790169956,104
iuuenis,sedes,0.614314790169956,78
filia,malum,0.614314790169956,65
acies,sedes,0.614314790169956,65
sedes,tellus,0.614314790169956,65
malum,scio,0.6143147901699559,117
longe,male,0.6143147901699559,91
fortuna,laudo,0.6143147901699559,91
amo,coepio,0.6143062516634262,92
lumen,umbra,0.6143062516634262,92
debeo,proximus,0.6142927657595671,107
consilium,ratio,0.6142875686509547,101
saeuus,sol,0.6142738771551112,96
sol,spiritus,0.6142738771551112,96
princeps,uitium,0.6142674692441605,83
anima,cerno,0.6142674692441605,83
metus,princeps,0.6142674692441605,83
socius,spatium,0.614247284593049,64
contineo,mulier,0.614247284593049,64
mensis,telum,0.614247284593049,64
cor,oro,0.6142335300970482,87
ager,subeo,0.6142255275682489,88
flamma,fundo,0.6142255275682489,88
flamma,tego,0.6142255275682489,88
ager,flamma,0.6142255275682489,88
fundo,proximus,0.6142255275682489,88
ager,proximus,0.6142255275682489,88
exemplum,nescio,0.6142255275682488,110
auxilium,beatus,0.6142100561941586,60
accedo,disco,0.6141880972354514,93
disco,premo,0.6141880972354514,93
ferus,murus,0.6141880972354513,62
male,ualeo,0.6141791141640495,110
coepio,uinco,0.6141791141640495,110
dignus,potestas,0.6141609321805763,97
caesar,singulus,0.6141350627560491,59
extremus,usus,0.6141299729074978,85
proelium,rapio,0.6141299729074978,85
existimo,uerus,0.6141299729074978,68
dolor,imperium,0.6141299729074975,102
curo,lingua,0.6141299729074975,102
edo,frons,0.6141299729074975,102
extremus,inimicus,0.6141299729074975,68
mulier,respondeo,0.61412126858885,69
mensis,proximus,0.61412126858885,69
istic,uia,0.6141073089907185,53
consto,templum,0.6140966067641204,81
defendo,sermo,0.6140966067641204,81
consto,uersus,0.6140966067641204,81
campus,casus,0.6140966067641204,81
facile,iudex,0.6140888367261635,73
salus,sensus,0.6140888367261635,73
gaudeo,miser,0.6140812767471804,111
pax,regnum,0.6140812767471804,111
iniuria,miser,0.6140812767471803,74
pugno,spiritus,0.6140791541479725,65
pugno,saeuus,0.6140791541479725,65
saeuus,surgo,0.6140791541479725,65
littera,potestas,0.6140627437569127,67
confero,uulnus,0.6140155793362916,84
clarus,diuersus,0.6140155793362916,84
ira,socius,0.6140122945790433,74
male,mulier,0.6140122945790433,74
pax,publicus,0.614004273705522,86
mille,publicus,0.614004273705522,86
audeo,motus,0.614004273705522,86
mille,motus,0.614004273705522,86
alo,iter,0.6140020754032709,108
auctoritas,uetus,0.6139851957434292,56
dignus,istic,0.6139831702033952,45
istic,rego,0.6139831702033952,45
dubius,occido,0.6139651875400655,82
proprius,spiritus,0.6139651875400655,82
intellego,scribo,0.6139651875400655,82
condo,fatum,0.6139608039495977,71
alienus,par,0.6139592904617728,95
accedo,par,0.6139592904617728,95
cado,minor,0.6139377991818586,125
exemplum,imperium,0.6139183550884875,105
imperium,patria,0.6139183550884875,105
contineo,murus,0.6139075529777549,54
lux,turba,0.6138908242754837,113
frango,medius,0.6138845401744166,115
nauis,seruus,0.613875513505122,59
aequor,clarus,0.613875513505122,59
reliquus,romanus,0.613875513505122,59
humanus,reliquus,0.613875513505122,59
furor,par,0.6138609088393804,77
grauis,iuuenis,0.6138484809985313,96
arbor,diuinus,0.6138484809985313,64
acies,studium,0.6138484809985312,64
patria,publicus,0.613836951693921,83
ager,publicus,0.613836951693921,83
aer,tego,0.613836951693921,83
casus,officium,0.6138262268787364,86
crimen,dexter,0.6138262268787364,86
bonum,ualeo,0.6138211402923189,105
sanguis,semen,0.6138170328329675,71
contingo,felix,0.613805376621275,74
auxilium,fugio,0.613800974576672,94
lux,murus,0.6137946288062162,77
flamma,metus,0.6137815369735559,81
equus,subeo,0.6137815369735559,81
regio,utor,0.6137754643141864,83
regio,rego,0.6137754643141864,83
litus,rego,0.6137754643141864,83
dignus,fatum,0.6137754643141864,83
gloria,litus,0.6137754643141864,83
confero,laudo,0.6137490192920637,93
humanus,longe,0.6137490192920637,93
pondus,specto,0.6137399681667824,97
audeo,ferus,0.6137399681667824,97
ferus,iaceo,0.6137399681667824,97
mare,membrum,0.613733655055397,100
forma,membrum,0.613733655055397,100
animal,cor,0.613733655055397,50
cursus,reperio,0.6137233197523272,79
cursus,turbo,0.6137233197523272,79
crimen,turbo,0.6137233197523272,79
claudo,cursus,0.6137233197523272,79
extremus,salus,0.6137185349259685,81
lumen,proelium,0.6137185349259685,81
comes,semen,0.613702518089069,59
castra,senex,0.613702518089069,59
periculum,uultus,0.613702518089069,59
diuersus,iter,0.6136959373326113,92
curo,dolor,0.613694148102168,93
prouincia,rex,0.6136941481021679,62
longus,spatium,0.6136857497163376,98
facile,nescio,0.6136468477686918,87
cado,ingens,0.6136468477686918,87
audio,conuenio,0.6136153048570223,119
proelium,saeculum,0.6136092751607684,64
ciuis,transeo,0.6136014149070953,71
potestas,singulus,0.6135925427373176,81
flumen,singulus,0.6135925427373176,81
diuido,flumen,0.6135925427373176,81
fugio,numen,0.6135902930210628,84
casus,timeo,0.6135856205496294,91
accedo,melior,0.6135295525952539,99
melior,studium,0.6135295525952539,99
probo,studium,0.6135295525952539,99
ferus,poena,0.6135295525952539,99
alienus,probo,0.6135295525952539,99
iustus,saeuus,0.6135295525952539,85
communis,paulus,0.6135295525952539,75
appello,studium,0.6135295525952539,66
appello,miles,0.6135295525952539,65
appello,iudex,0.6135295525952539,65
appello,sedeo,0.6135295525952539,63
melior,spes,0.6135295525952538,123
inuenio,melior,0.6135295525952538,120
lingua,melior,0.6135295525952538,111
poena,taceo,0.6135295525952538,108
auctor,pax,0.6135295525952538,108
confero,melior,0.6135295525952538,102
melior,traho,0.6135295525952538,102
auctor,traho,0.6135295525952538,102
iudicium,melior,0.6135295525952538,96
probo,uitium,0.6135295525952538,96
melior,subeo,0.6135295525952538,93
inimicus,melior,0.6135295525952538,90
probo,sententia,0.6135295525952538,90
auctor,oro,0.6135295525952538,90
auctor,efficio,0.6135295525952538,84
efficio,recipio,0.6135295525952538,80
fortuna,uxor,0.6135295525952538,76
efficio,male,0.6135295525952538,76
auctor,sensus,0.6135295525952538,75
auctor,gigno,0.6135295525952538,72
imperator,poena,0.6135295525952538,48
mars,uxor,0.6135295525952538,44
malus,melior,0.6135295525952537,129
male,sto,0.6135295525952537,114
parum,tres,0.61343507482108,108
ordo,paucus,0.61343507482108,108
orbis,uulnus,0.6134275169847374,100
diuersus,orbis,0.6134275169847374,100
placeo,turbo,0.6134254347337406,98
claudo,nauis,0.6134254347337406,49
anima,forma,0.6134186448149593,92
praesto,princeps,0.6134186448149593,92
felix,membrum,0.6134136038444716,88
malo,roma,0.6134051203173605,82
arbor,fundo,0.6133987395922548,78
constituo,curo,0.6133897804236658,73
defendo,scribo,0.6133701265287542,96
filia,miles,0.6133675961611804,63
regnum,sanguis,0.6133505496412271,114
metus,sentio,0.6133457121682263,111
dignus,fortis,0.6133388402841962,107
membrum,rego,0.6133388402841962,107
conuenio,dignus,0.6133388402841962,107
audio,timeo,0.6133254917844244,125
auxilium,specto,0.6132837013340279,83
auxilium,gaudeo,0.6132837013340279,83
nauis,salus,0.613282710120639,62
cerno,transeo,0.6132712547764343,79
diuersus,equus,0.6132712547764343,79
copia,humanus,0.6132645466310689,77
iter,luna,0.6132610601785515,76
iter,sensus,0.6132610601785515,76
contingo,inimicus,0.6132421549786758,71
gigno,tres,0.6132421549786758,71
aqua,periculum,0.6132380498967898,70
ostendo,parum,0.6132380498967896,105
malo,parum,0.6132380498967896,105
par,parum,0.6132380498967896,105
maior,ostendo,0.6132380498967896,105
male,scio,0.6132217182077222,116
tristis,uinco,0.6132217182077222,116
ager,longe,0.6132073703447086,95
patior,transeo,0.6131989194297357,108
dolor,pietas,0.6131651874973986,84
amo,male,0.6131614318474927,97
ratio,senatus,0.6131488757472291,67
accedo,scribo,0.6131333560766006,103
diuinus,templum,0.6131214726059141,75
caro,iuuenis,0.6131214726059141,50
gaudeo,uitium,0.6130954306001573,94
audeo,uitium,0.6130954306001573,94
casus,facile,0.6130859952581967,69
ingens,senex,0.6130859952581967,69
arbor,senex,0.6130859952581967,69
arbor,comes,0.6130859952581967,69
arbor,uictor,0.6130859952581967,69
saeculum,suscipio,0.6130794738238724,68
fundo,minor,0.613074116963207,112
eques,patria,0.613074116963207,56
acies,gens,0.613071781930359,78
ira,spatium,0.6130717819303589,78
contineo,male,0.6130717819303589,78
spatium,tristis,0.6130717819303589,78
clarus,subeo,0.6130550567381898,86
alo,timeo,0.6130437619614594,105
contingo,praesto,0.6130437619614594,84
cor,istic,0.6130437619614594,42
constituo,edo,0.6130194786234705,80
coniunx,cupio,0.6130194786234705,80
diuido,littera,0.6130044803857632,68
diuersus,par,0.6130018945054454,87
audio,defendo,0.6130002356423471,106
debeo,defendo,0.6130002356423471,106
consto,debeo,0.6130002356423471,106
luna,regnum,0.6129996108764393,77
disco,turba,0.6129926398306778,95
disco,dubius,0.6129926398306778,95
gratia,scelus,0.6129926398306776,95
fortis,ualeo,0.6129926398306775,114
animal,rex,0.6129926398306775,57
beatus,studium,0.6129466321473865,70
ferus,nego,0.6129466321473864,105
malo,perdo,0.6129267658475837,110
male,senatus,0.612924408855153,59
humanus,officium,0.612885291862135,95
crimen,humanus,0.612885291862135,95
miser,reperio,0.61288467495309,87
auxilium,ratio,0.61288467495309,87
auxilium,fama,0.61288467495309,87
claudo,fama,0.61288467495309,87
pietas,princeps,0.6128839331009448,79
auris,longe,0.6128804126828129,110
malum,signum,0.6128804126828129,110
sententia,utor,0.6128714413507047,93
gloria,oro,0.6128714413507047,93
mundus,sidus,0.6128714413507047,93
acies,equus,0.6128714413507047,62
durus,iter,0.6128529801892116,98
campus,iter,0.6128529801892116,98
suscipio,tertius,0.6128403251918585,74
casus,species,0.6128403251918585,74
ferrum,unda,0.6128403251918585,74
audeo,minor,0.6128260703291684,116
mille,minor,0.6128260703291684,116
eques,pax,0.6128260703291684,58
coepio,miser,0.6127934465627516,97
coepio,fama,0.6127934465627516,97
facile,imperium,0.6127921800658376,83
ingens,lingua,0.6127921800658376,83
imperium,ingens,0.6127921800658376,83
cupio,ingens,0.6127921800658376,83
studium,uetus,0.6127669214810749,107
campus,copia,0.6127610473001561,73
oro,placeo,0.612744931134836,104
confero,usus,0.612744931134836,104
inimicus,sentio,0.612744931134836,104
nauis,oro,0.612744931134836,52
fons,species,0.6127347452941732,77
cursus,sedeo,0.6127181935243747,88
malum,mare,0.6126883327769818,97
laudo,praesto,0.6126883327769818,97
alo,longe,0.6126883327769818,97
grauis,pugno,0.6126795737935493,90
amo,fatum,0.6126795737935492,78
fatum,lumen,0.6126795737935492,78
regio,studium,0.6126795737935491,72
pugno,studium,0.6126795737935491,72
premo,regio,0.6126795737935491,72
noceo,surgo,0.6126795737935491,72
acies,cunctus,0.6126685398586826,77
ratio,utor,0.6126577889623266,117
fama,gloria,0.6126577889623266,117
pax,semen,0.6126426345770261,69
mille,periculum,0.6126426345770261,69
conuenio,tres,0.612629597532263,102
auctoritas,timeo,0.612629597532263,51
ciuis,sapio,0.6126295975322629,68
contingo,telum,0.6126295975322629,68
coepio,ferrum,0.6126258019688969,79
carmen,dexter,0.6126258019688969,79
senex,umbra,0.6126258019688969,79
sedeo,uictor,0.6126258019688969,79
coepio,uictor,0.6126258019688969,79
motus,tollo,0.6126023388060617,99
studium,ualeo,0.6125938362361597,109
finis,uulnus,0.6125888420419107,103
diuinus,edo,0.6125807859206683,86
cupio,diuinus,0.6125807859206683,86
copia,rego,0.6125807859206683,86
extremus,natura,0.6125807859206683,86
bene,extremus,0.6125807859206683,86
dignus,extremus,0.6125807859206683,86
iudicium,spes,0.6125763545438618,107
maior,sermo,0.6125733772235987,96
colo,durus,0.6125733772235987,96
aqua,durus,0.6125733772235987,96
conuenio,species,0.6125465099994994,83
fortis,unda,0.6125465099994994,83
acies,filia,0.6125318251137843,46
auxilium,minor,0.612520866603314,91
claudo,minor,0.612520866603314,91
sol,turbo,0.612520866603314,91
paro,socius,0.6125096646945084,100
proprius,socius,0.6125096646945084,75
audeo,socius,0.6125096646945083,80
iaceo,mensis,0.6125096646945083,80
mulier,sedeo,0.6125096646945083,70
cognosco,species,0.6124622533537067,86
praesens,spes,0.6124368553457559,112
aetas,praesens,0.6124368553457559,112
aetas,malum,0.6124368553457559,112
malum,senex,0.6124368553457558,84
casus,sedes,0.6124368553457558,84
diuersus,inimicus,0.6124270166511538,74
oro,uulnus,0.6124270166511538,74
facile,studium,0.6124270166511537,74
graeci,ingens,0.6124270166511537,37
auris,motus,0.6124141035113881,96
subeo,taceo,0.6124088531615837,91
proximus,specto,0.6124088531615837,91
specto,subeo,0.6124088531615837,91
audeo,subeo,0.6124088531615837,91
filius,potestas,0.6124029923385483,86
flumen,proprius,0.6124029923385483,86
felix,frons,0.6124029923385483,86
dolor,felix,0.6124029923385483,86
dubius,flumen,0.6124029923385483,86
nescio,occido,0.612390384064999,94
cado,occido,0.612390384064999,94
cado,saeuus,0.612390384064999,94
finis,semen,0.6123822518128936,80
castra,finis,0.6123822518128936,80
mars,sol,0.612378141990212,62
abeo,cedo,0.6123750402484287,106
coepio,filia,0.6123592774470636,61
filia,sedeo,0.6123592774470636,61
exemplum,sententia,0.6123297924033498,85
orator,tego,0.6123297924033497,34
dubius,malo,0.6123205215125561,97
dolor,par,0.6123205215125561,97
nolo,spes,0.6123092961900245,117
officium,uetus,0.6122892850897487,111
cognosco,sermo,0.6122819594741957,94
castra,saeuus,0.6122772042787878,57
alo,ferrum,0.6122691685842325,89
frater,oro,0.6122548551632533,96
minor,species,0.6122414459336802,95
confero,roma,0.6122387301622453,79
clarus,roma,0.6122387301622453,79
caro,dominus,0.6122221919697699,78
audeo,audio,0.612213762931734,124
motus,plenus,0.6122137629317339,93
imperium,pietas,0.6121994703774397,92
cupio,pietas,0.6121994703774397,92
praesens,timeo,0.6121905195888754,99
ferus,reperio,0.6121878108133908,76
reperio,studium,0.6121878108133908,76
claudo,studium,0.6121878108133908,76
auxilium,noceo,0.6121878108133908,76
noceo,turbo,0.6121878108133908,76
auxilium,premo,0.6121878108133908,76
disco,uitium,0.6121699330792142,90
fortis,metus,0.6121699330792142,90
cerno,scelus,0.6121699330792142,75
metus,spatium,0.6121699330792142,75
fides,imperator,0.6121699330792141,60
rex,sedeo,0.6121568687832816,104
dignus,tristis,0.6121435509873767,103
singulus,spiritus,0.6121390541093343,77
bonum,sentio,0.6121390541093342,110
anima,humanus,0.6121390541093342,88
princeps,traho,0.6121390541093342,88
confero,princeps,0.6121390541093342,88
clarus,princeps,0.6121390541093342,88
diuido,oratio,0.6121390541093342,55
consto,usus,0.6121193446271017,94
adsum,defendo,0.6121193446271017,94
paucus,proelium,0.6120995153571157,82
proelium,timeo,0.6120995153571157,82
exercitus,patior,0.6120827233098289,74
cedo,occido,0.6120578819837975,97
mons,recipio,0.6120578819837975,97
cedo,saeuus,0.6120578819837975,97
ignis,saeuus,0.6120578819837975,97
recipio,traho,0.6120578819837975,97
disco,grauis,0.6120352438743504,116
castra,praesto,0.6120300771306132,68
edo,sedeo,0.6120269227107187,95
adsum,coniunx,0.6120189782898872,81
coniunx,sensus,0.612018978289887,54
cursus,gigno,0.612007713920776,67
abeo,miser,0.6120001105433556,100
exercitus,iter,0.6119920244752466,63
eques,lux,0.6119846735609767,66
aetas,eques,0.6119846735609767,66
intellego,malus,0.6119779619038351,92
iustus,pius,0.6119779619038351,92
consul,uersus,0.6119779619038351,69
caro,intellego,0.6119779619038351,46
pondus,saxum,0.6119609248226272,78
alienus,contingo,0.6119609248226272,78
sentio,uoluptas,0.6119515951154402,84
contineo,debeo,0.6119332186740375,99
claudo,seruo,0.6118817664345675,99
laudo,sedeo,0.6118698011768895,86
iudex,lingua,0.6118649662766453,98
aurum,iudex,0.6118649662766453,98
agmen,tertius,0.6118629672381829,52
ingens,par,0.6118518081222081,79
castra,grauis,0.6118518081222081,79
roma,subeo,0.611830316842294,72
diuinus,proximus,0.611830316842294,72
respondeo,roma,0.611830316842294,72
ira,subeo,0.6118303168422939,84
acies,respondeo,0.6118303168422939,60
acies,proximus,0.6118303168422939,60
male,nescio,0.6118303168422938,105
fundo,saeculum,0.6118090946566203,80
aequor,bellum,0.6118064045525716,71
diuersus,medius,0.6117982835276441,106
luna,signum,0.6117889081174699,82
communis,spatium,0.6117889081174698,82
motus,parum,0.6117717739742621,87
aer,colo,0.6117717739742621,87
efficio,forma,0.6117674376018546,81
metus,minor,0.611747903108823,103
cerno,sol,0.611747903108823,103
occido,pondus,0.6117454308017525,80
lingua,malum,0.6117126549520041,101
longus,regio,0.6116810714639598,91
furor,longus,0.6116810714639598,91
finis,pugno,0.6116810714639598,91
adsum,taceo,0.611675983945931,110
curo,inuenio,0.611675983945931,110
gaudeo,rapio,0.611675983945931,110
inimicus,ualeo,0.611675983945931,99
sententia,ualeo,0.611675983945931,99
audeo,turba,0.611675983945931,99
frons,gaudeo,0.611675983945931,99
dolor,iaceo,0.611675983945931,99
frons,iaceo,0.611675983945931,99
audeo,frons,0.611675983945931,99
oro,specto,0.611675983945931,88
oro,pax,0.611675983945931,88
gaudeo,oro,0.611675983945931,88
mille,sidus,0.611675983945931,88
littera,pax,0.611675983945931,77
paulus,pax,0.611675983945931,77
dubius,gigno,0.611675983945931,66
pax,prouincia,0.611675983945931,55
episcopus,oro,0.611675983945931,11
curo,efficio,0.6116759839459309,77
metus,proprius,0.6116759839459308,88
doceo,orator,0.6116759839459308,44
dolor,imperator,0.6116759839459308,44
agmen,uoluptas,0.6116646922300983,41
crimen,sermo,0.6116605519662391,90
cursus,durus,0.6116605519662391,90
caesar,senex,0.6116516177710535,57
caesar,uultus,0.6116516177710535,57
moueo,surgo,0.6116106266046443,85
malus,timeo,0.611603079050335,127
reperio,uoco,0.6115995755023114,103
duo,reperio,0.6115995755023114,103
malum,sentio,0.6115961659309626,116
diuido,finis,0.6115945400746445,108
abeo,forma,0.6115774860389317,94
alo,miles,0.6115774860389317,94
miles,praesto,0.6115774860389317,94
iuppiter,uxor,0.6115745177594506,73
equus,uxor,0.6115745177594506,73
copia,signum,0.6115691520458241,91
copia,telum,0.611569152045824,65
fortis,lingua,0.6115691520458238,104
cupio,fortis,0.6115691520458238,104
animal,edo,0.6115691520458238,52
consul,numen,0.6115473913912628,54
dignus,maior,0.6115448879834988,113
graeci,pietas,0.6115404917703966,41
dux,litus,0.611529487410312,79
ira,minor,0.6115288850389567,107
minor,tristis,0.6115288850389567,107
ostendo,plenus,0.6115271854931602,112
ostendo,publicus,0.6115271854931602,84
malo,publicus,0.6115271854931602,84
aer,periculum,0.6115271854931602,56
cogo,exercitus,0.6115195016672297,71
aetas,uoluptas,0.6115159601706287,81
scelus,utor,0.6114679323483845,89
dignus,scelus,0.6114679323483845,89
natura,scelus,0.6114679323483845,89
natura,spatium,0.6114679323483845,89
colo,reperio,0.6114665702484076,84
morior,paucus,0.6114445292521538,110
iter,saxum,0.6114445292521535,88
iuuenis,lumen,0.6114417409679664,83
furor,malum,0.6114350185613445,73
furor,laudo,0.6114350185613445,73
malum,surgo,0.6114350185613445,73
malum,pugno,0.6114350185613445,73
alo,imperium,0.6114337149223016,107
littera,uetus,0.6114309159383327,85
constituo,sedeo,0.6114309159383327,68
coniunx,sedeo,0.6114309159383327,68
ingens,prouincia,0.6113453507804127,42
ingens,luna,0.6113453507804126,56
felix,noceo,0.6113453507804125,84
ferus,flumen,0.6113453507804125,84
pius,sedes,0.611328821991394,88
conuenio,minor,0.6113256949539335,111
pugno,tertius,0.6113236413824132,67
fatum,senex,0.6113236413824132,67
