word1,word2,ppmi,cooc_n
muto,sensus,0.5510244655870451,81
officium,pereo,0.5510233798702466,109
ars,crimen,0.5510233798702466,109
bonum,gens,0.5510202390532887,98
auris,princeps,0.5510202390532887,98
laus,princeps,0.5510202390532887,98
ciuis,singulus,0.5510202390532887,70
bonum,murus,0.5510202390532886,56
carmen,pectus,0.5510091956139199,93
addo,coepio,0.5510091956139199,93
furor,similis,0.5509860047882094,80
aer,pugno,0.5509860047882094,60
cura,ira,0.5509794093305013,109
agmen,nosco,0.5509726917794027,72
agmen,caelum,0.5509726917794027,72
praesto,taceo,0.5509713333190815,98
alo,taceo,0.5509713333190815,98
rogo,specto,0.5509713333190815,98
forma,pax,0.5509713333190815,98
littera,nescio,0.550967571438593,78
flamma,patior,0.5509675714385927,104
flamma,mater,0.5509675714385927,104
iustus,nescio,0.5509675714385927,104
ius,subeo,0.5509675714385927,104
dignus,ratio,0.5509642199569866,110
bene,fama,0.5509642199569866,110
lingua,malus,0.5509585059814596,122
conuenio,relinquo,0.5509572489112249,125
mensis,praesens,0.5509517716950749,70
mensis,sedes,0.5509517716950749,70
traho,uxor,0.5509498959430158,73
fons,occido,0.5509498959430158,73
iudicium,spiritus,0.5509498959430158,73
efficio,romanus,0.5509498959430158,73
species,timeo,0.5509450922037851,82
mitto,numen,0.5509412386714125,91
filia,tertius,0.5509346555879618,56
comes,iudico,0.5509346555879618,56
mors,uoluptas,0.5509247044975712,86
audio,uulnus,0.5509224299765284,98
consul,lego,0.5508859087869611,79
arma,paulus,0.5508859087869611,79
ingenium,paro,0.5508778564467495,113
species,sto,0.5508724995573883,95
grauis,templum,0.5508591468477896,102
grauis,pius,0.5508591468477896,102
scio,taceo,0.5508519802127753,118
gloria,rex,0.5508519802127753,118
cura,gaudeo,0.5508519802127753,118
audeo,uinco,0.5508519802127753,118
mille,uinco,0.5508519802127753,118
alo,audio,0.5508505676646872,115
audio,rogo,0.5508505676646872,115
audio,praesto,0.5508505676646872,115
iustus,minor,0.5508458503015671,106
par,proelium,0.5508422336715791,75
cupio,ostendo,0.550842233671579,100
lingua,malo,0.550842233671579,100
extremus,mitto,0.550842233671579,100
copia,semen,0.550842233671579,50
proelium,semen,0.550842233671579,50
membrum,proximus,0.5508282083277826,82
dexter,miser,0.5508163893705691,89
altus,miser,0.5508163893705691,89
dexter,regnum,0.5508163893705691,89
mereo,noceo,0.5508148510403802,105
ars,noceo,0.5508148510403802,105
noceo,tollo,0.5508148510403802,105
cursus,ingenium,0.5508132590500023,86
consilium,crimen,0.5508132590500023,86
officium,uarius,0.5508132590500023,86
sto,uetus,0.5508062941218977,128
auctor,cunctus,0.5508062941218976,112
longe,quaero,0.5508013844476302,122
filia,praesens,0.5508013844476302,61
filia,laudo,0.5508013844476302,61
laudo,tellus,0.5508013844476302,61
fugio,muto,0.5507972186823062,132
seruus,uiuo,0.5507959669039986,116
dominus,seruus,0.5507959669039986,116
nox,traho,0.5507959669039986,116
addo,tres,0.5507867014534737,107
pectus,timeo,0.5507867014534737,107
luna,specto,0.5507672308589384,69
luna,pax,0.5507672308589384,69
audeo,luna,0.5507672308589384,69
bene,paruus,0.5507540034331938,126
salus,ualeo,0.5507334476458139,111
premo,publicus,0.5507334476458139,74
aer,graeci,0.5507334476458139,37
scelus,summus,0.5507286513562235,108
auris,iustus,0.5507286513562235,108
recipio,signum,0.5507286513562235,108
poena,spatium,0.5507286513562235,81
probo,spatium,0.5507286513562235,81
caelum,claudo,0.5507268405181767,98
tellus,timeo,0.5506883198310814,66
placeo,uinum,0.5506847260117318,101
placeo,respondeo,0.5506847260117318,101
abeo,redeo,0.5506716696758183,109
iudex,redeo,0.5506716696758183,109
ius,miles,0.5506716696758183,109
fatum,sol,0.5506694990093367,81
ops,reperio,0.5506618442554391,85
arma,reperio,0.5506618442554391,85
claudo,frater,0.5506618442554391,85
grauis,imperium,0.5506603989588316,117
edo,facile,0.5506603989588315,78
arbor,aurum,0.5506603989588315,78
fugio,paulus,0.5506529081257383,82
cerno,nosco,0.5506471179526623,111
bonum,relinquo,0.5506422386707874,115
mare,pietas,0.5506367172878516,83
flumen,munus,0.5506198360617078,106
appello,spes,0.5506157271846847,77
cogo,memoria,0.5506157271846847,66
recipio,spes,0.5506157271846845,110
aetas,recipio,0.5506157271846845,110
aetas,iustus,0.5506157271846845,110
altus,certus,0.5506157271846845,99
aetas,sedeo,0.5506157271846845,99
casus,cogo,0.5506157271846845,99
potior,senex,0.5506157271846845,99
defendo,sto,0.5506157271846845,99
ferrum,sto,0.5506157271846845,99
aetas,efficio,0.5506157271846845,88
defendo,uxor,0.5506157271846845,66
laudo,rex,0.5505989757838482,104
acies,plenus,0.5505911900170086,71
diuido,sacer,0.5505898538518961,101
diuido,tollo,0.5505898538518961,101
numen,proximus,0.5505866916015753,60
fugio,nox,0.5505843938576153,139
caelum,lumen,0.55058411590507494,124
puer,specto,0.5505837614519474,109
audeo,puer,0.5505837614519474,109
capio,nauis,0.5505826487391481,79
grauis,paulus,0.550578995564265,83
par,regnum,0.5505772979169495,102
fama,semen,0.5505772979169494,68
claudo,male,0.550573383907732,72
numerus,timeo,0.5505726527208952,91
felix,seruo,0.5505649859396526,103
disco,paro,0.5505571688898853,119
mare,probo,0.5505547534338654,100
gaudeo,loquor,0.550534699756856,129
domus,taceo,0.550534699756856,129
romanus,studium,0.5505346997568559,86
confero,noceo,0.5505346997568559,86
accedo,traho,0.5505346997568559,86
mons,pondus,0.5505346997568559,86
confero,pondus,0.5505346997568559,86
graeci,traho,0.5505346997568559,43
minor,nosco,0.5505330733611034,137
copia,sedeo,0.550524722952925,67
cognosco,diuido,0.5505206137618562,87
maximus,singulus,0.5505206137618562,87
longus,paucus,0.5505068480948063,116
curo,longus,0.5505068480948063,108
longus,usus,0.5505068480948062,120
ingens,longus,0.5505068480948062,88
finis,ingens,0.5505068480948062,88
longus,sensus,0.5505068480948062,80
longus,placeo,0.5505068480948061,136
finis,miles,0.5505068480948061,104
condo,finis,0.5505068480948061,104
contineo,longus,0.5505068480948061,92
longus,telum,0.5505068480948061,92
longus,reliquus,0.5505068480948061,68
forma,medius,0.5504966122088134,117
par,roma,0.5504912949067914,77
auris,perdo,0.5504865499145375,118
colo,fugio,0.5504858377051676,114
agmen,pereo,0.5504705576990555,66
agmen,tollo,0.5504705576990555,66
aurum,sedes,0.5504690297112854,95
longe,sanguis,0.5504690297112854,95
male,proximus,0.5504613704660019,79
ira,proximus,0.5504613704660019,79
mors,uictor,0.5504519136041726,109
cedo,cursus,0.5504498209213426,105
cursus,iniuria,0.5504498209213426,63
crimen,gigno,0.5504498209213426,63
cursus,uitium,0.5504498209213425,84
cursus,equus,0.5504498209213425,84
cursus,iudicium,0.5504498209213425,84
mensis,saeculum,0.5504459547900064,59
dolor,usus,0.5504451177944686,97
potestas,ualeo,0.5504451177944685,97
potestas,rex,0.5504451177944685,97
audio,cogo,0.5504364032354908,136
auctor,muto,0.5504364032354906,119
filia,uiuo,0.5504329246055839,81
nox,tellus,0.5504329246055839,81
maior,scribo,0.5504285031869054,107
anima,inimicus,0.550424823733525,73
anima,sidus,0.550424823733525,73
diuido,sidus,0.550424823733525,73
laus,suscipio,0.5504147288924937,91
fortis,species,0.5504147288924933,78
humanus,ius,0.5504018005607004,114
ius,traho,0.5504018005607004,114
nolo,placeo,0.5504018005607002,114
iustus,sumo,0.5504018005607002,114
fama,uetus,0.5503923011538654,115
maneo,ratio,0.5503923011538654,115
grauis,respondeo,0.5503846509907255,98
grauis,proximus,0.5503846509907255,98
ferus,nescio,0.5503846509907252,98
nescio,premo,0.5503846509907252,98
graeci,nescio,0.5503846509907252,49
cado,graeci,0.5503846509907252,49
senex,templum,0.5503807923780125,76
comes,sermo,0.5503807923780125,76
dexter,uersus,0.5503807923780125,76
uersus,uultus,0.5503807923780125,76
sermo,uictor,0.5503807923780125,76
flumen,lego,0.5503794514451659,94
metus,potior,0.5503789567325308,103
iudicium,potior,0.5503789567325308,103
iuppiter,sto,0.5503789567325308,103
equus,sto,0.5503789567325308,103
paulus,uinco,0.5503676014190956,86
ira,proprius,0.5503676014190956,86
acies,peto,0.5503676014190955,86
iudico,relinquo,0.5503676014190955,86
maximus,ordo,0.5503631458456186,100
amo,parum,0.5503631458456186,100
parum,salus,0.5503631458456186,100
cedo,fatum,0.5503608093942911,82
ingenium,perdo,0.5503571587000203,96
ingenium,oportet,0.5503571587000202,64
edo,minor,0.5503357763297837,112
extremus,puer,0.5503357763297837,84
cunctus,iudex,0.5503254092845471,99
coniunx,miles,0.550325409284547,66
mars,par,0.5503226181753461,52
humanus,mensis,0.5503213209018908,71
mensis,romanus,0.5503213209018908,71
occido,reddo,0.5503108956017723,110
flumen,gloria,0.5503094601940437,91
felix,mundus,0.5503094601940437,91
frater,templum,0.5502969806191736,97
arma,templum,0.5502969806191736,97
campus,ops,0.5502969806191736,97
aqua,tristis,0.5502879550489367,93
exercitus,laus,0.550282322404382,64
doceo,timeo,0.5502673558172875,125
potior,senatus,0.5502673558172875,70
senatus,similis,0.5502673558172875,65
gero,pax,0.5502673558172874,120
gero,inimicus,0.5502673558172874,100
mille,sapio,0.5502673558172874,80
proprius,saxum,0.5502673558172874,75
paro,senatus,0.5502673558172874,75
istic,paro,0.5502673558172874,50
iaceo,istic,0.5502673558172874,40
istic,mille,0.5502673558172874,40
cura,sapio,0.5502673558172873,95
contingo,rex,0.5502673558172873,90
placeo,reperio,0.5502465331122092,92
intellego,ius,0.5502347022229402,88
pietas,uirtus,0.5502305159418018,104
mons,natura,0.5502286553780327,99
male,ops,0.5502194642438005,100
ira,ops,0.5502194642438005,100
comes,parum,0.5502005309985247,86
aqua,ferrum,0.5502005309985247,86
conuenio,telum,0.550191738591647,76
nego,sentio,0.5501768539845634,127
lex,pondus,0.5501731450677713,122
graeci,lex,0.5501731450677713,61
ingenium,laus,0.5501630404814161,101
certus,ira,0.5501599386626645,107
melior,natura,0.5501599386626645,107
forma,patior,0.5501546734125257,119
patior,rogo,0.5501546734125257,119
amor,forma,0.5501546734125257,119
patior,praesto,0.5501546734125257,119
cor,sanctus,0.5501546734125257,102
cor,flumen,0.5501546734125256,85
rogo,sensus,0.5501546734125256,68
lumen,murus,0.5501457309083562,63
miles,ratio,0.5501247068252682,94
fama,miles,0.5501247068252682,94
sedes,sententia,0.5501180909464977,77
oro,sedes,0.5501180909464977,77
cura,disco,0.5501147888782469,113
conuenio,uinco,0.5501147888782469,113
sedeo,soleo,0.5501077261577578,108
coepio,duo,0.5501077261577578,108
occido,uia,0.5501077261577578,102
addo,uoco,0.5501077261577577,132
melior,uoco,0.5501077261577577,126
ira,uoco,0.5501077261577577,114
soleo,uxor,0.5501077261577577,96
mundus,sol,0.550100786315778,115
dignus,puer,0.550100786315778,115
uoluptas,uox,0.5500983369712839,85
claudo,colo,0.5500976238721156,79
ordo,turbo,0.5500976238721156,79
parum,saeculum,0.5500976238721156,79
colo,saeculum,0.5500976238721156,79
constituo,noceo,0.5500958145182991,67
mereo,nego,0.5500819818247277,124
aer,sacer,0.5500819818247277,93
agmen,plenus,0.5500819818247277,62
exercitus,moueo,0.5500819818247277,62
frater,par,0.5500776102113618,106
ignis,uinum,0.5500657225874481,95
cado,fons,0.5500657225874481,95
cado,cerno,0.5500657225874481,95
flamma,uitium,0.5500657225874481,76
metus,uinum,0.5500657225874481,76
flamma,iudicium,0.5500657225874481,76
fons,proximus,0.5500657225874481,76
litus,ualeo,0.5500596499280787,83
pugno,rex,0.5500596499280787,83
gratia,pugno,0.5500596499280787,83
fugio,memoria,0.5500578471144274,64
anima,imperium,0.5500545219333298,90
edo,princeps,0.5500545219333298,90
debeo,utor,0.5500493314288388,123
debeo,natura,0.5500493314288388,123
puto,usus,0.550046336919272,130
inimicus,puto,0.550046336919272,104
paruus,praesens,0.5500430186894149,111
transeo,umbra,0.5500312004259432,73
diuersus,umbra,0.5500312004259432,73
mos,motus,0.5500256834432913,107
sol,telum,0.5500251690901378,87
arma,paucus,0.5500125462860324,109
aetas,iter,0.5500054128538696,117
bellum,iter,0.5500054128538696,117
inuenio,uinco,0.5500041632904359,131
nescio,uetus,0.5499995171519577,118
malus,placeo,0.5499937205713606,140
malus,sentio,0.5499937205713606,140
malus,mons,0.5499937205713606,112
confero,malus,0.5499937205713606,112
mons,seruo,0.5499937205713606,112
humanus,templum,0.5499937205713606,84
clarus,templum,0.5499937205713606,84
sermo,traho,0.5499937205713606,84
mons,uersus,0.5499937205713606,84
clarus,uersus,0.5499937205713606,84
aequor,seruo,0.5499937205713606,70
caro,oratio,0.5499937205713606,35
durus,placeo,0.5499937205713605,105
durus,sumo,0.5499937205713605,105
medius,occido,0.5499937205713603,98
caro,oportet,0.5499937205713603,42
muto,secundus,0.5499872678136132,106
consilium,debeo,0.5499872678136132,106
littera,uox,0.5499862858758671,92
moueo,ualeo,0.549982414940591,121
nego,rex,0.549982414940591,121
miser,sanguis,0.549980935708638,107
lingua,regnum,0.549980935708638,107
munus,unda,0.5499800407743686,100
iniuria,laus,0.5499567485776417,74
efficio,membrum,0.5499567485776417,74
murus,sto,0.5499567485776417,74
certus,murus,0.5499567485776417,74
gens,orator,0.5499567485776417,37
orator,signum,0.5499567485776417,37
audeo,gens,0.5499567485776415,111
cogo,disco,0.5499567485776415,111
gaudeo,laus,0.5499567485776415,111
laus,pax,0.5499567485776415,111
audeo,signum,0.5499567485776415,111
gens,iaceo,0.5499567485776415,111
coepio,fides,0.5499567485776414,111
lego,morior,0.5499509718270984,112
ferrum,paro,0.5499420996752102,106
casus,doceo,0.5499420996752102,106
ferrum,oculus,0.5499420996752102,106
aetas,dubius,0.5499420996752102,106
bellum,dubius,0.5499420996752102,106
aetas,frons,0.5499420996752102,106
doceo,uultus,0.5499420996752102,106
consul,urbs,0.549927529743179,93
copia,patior,0.5499275297431788,93
ius,proelium,0.5499275297431788,93
ingens,muto,0.5499015008424213,89
audio,ingens,0.5499015008424213,89
iudex,lumen,0.5499015008424213,89
nox,telum,0.5498960118410074,98
alienus,taceo,0.5498884961802497,91
accedo,taceo,0.5498884961802497,91
premo,taceo,0.5498884961802497,91
gaudeo,studium,0.5498884961802497,91
audeo,pondus,0.5498884961802497,91
moueo,puer,0.549877796014932,118
eques,similis,0.549877796014932,59
cunctus,sedes,0.5498730229388993,102
intellego,loquor,0.5498700270836651,94
accipio,littera,0.5498700270836651,94
grauis,occido,0.549870027083665,94
agmen,miser,0.5498683294363496,60
spes,transeo,0.5498641300053724,95
spes,uulnus,0.5498641300053724,95
lux,uulnus,0.5498641300053724,95
doceo,semen,0.5498417333379957,81
iudex,refero,0.5498417333379956,117
liber,nolo,0.5498417333379954,126
frango,suscipio,0.5498273573631246,74
auctor,turba,0.5498137382091461,95
auctor,curo,0.5498137382091461,95
melior,relinquo,0.549813738209146,133
coepio,relinquo,0.549813738209146,114
gratia,probo,0.549813738209146,114
auctor,orbis,0.549813738209146,114
parens,timeo,0.5497966568205997,118
sumo,timeo,0.5497966568205997,118
loquor,subeo,0.5497842306784817,111
audio,uiuo,0.5497752461866131,144
praesto,scribo,0.5497701319734475,104
potior,salus,0.549767730525855,115
spes,surgo,0.5497657483829799,84
aetas,furor,0.5497657483829799,84
litus,tertius,0.5497657483829799,63
senex,surgo,0.5497657483829799,63
doceo,uetus,0.5497640845434539,137
mos,paulus,0.549758625089454,96
confero,iter,0.5497539986476426,97
mons,morior,0.5497539986476426,97
arma,grauis,0.5497344981819192,124
cado,respondeo,0.5497261063505279,92
caesar,fugio,0.5497143815434739,71
disco,mulier,0.5497087634554778,72
disco,mensis,0.5497087634554778,72
mille,munus,0.5497022244091979,122
auxilium,cunctus,0.5496994871467067,86
rogo,uitium,0.5496950089594769,87
equus,mare,0.5496950089594769,87
cor,fons,0.5496950089594769,87
cerno,praesto,0.5496950089594769,87
audio,frater,0.5496867780129808,127
ingenium,uerus,0.5496812546526594,116
frango,uerus,0.5496812546526594,116
capio,coepio,0.549678080608721,117
capio,uxor,0.549678080608721,104
durus,morior,0.5496740785676802,92
praesens,tres,0.5496701626075413,93
constituo,mons,0.5496567365749115,69
plenus,usus,0.5496517817750728,112
adsum,moueo,0.5496517817750728,112
publicus,redeo,0.5496517817750728,98
mater,motus,0.5496517817750728,98
motus,teneo,0.5496517817750726,112
doceo,iudex,0.5496517817750726,112
frons,miles,0.5496517817750726,84
frons,iudex,0.5496517817750726,84
condo,dubius,0.5496517817750726,84
miles,proprius,0.5496517817750726,84
aer,sensus,0.5496517817750726,56
colo,pereo,0.5496399928672561,116
flamma,tertius,0.5496377319967078,73
altus,uinum,0.5496377319967078,73
defendo,flamma,0.5496377319967078,73
conuenio,rex,0.5496230258980884,107
disco,rex,0.5496230258980884,107
membrum,orbis,0.5496230258980884,107
diuido,scribo,0.5496186971280004,93
fugio,par,0.5496144864332566,110
carmen,frango,0.5496128341401628,79
ingenium,umbra,0.5496128341401628,79
lingua,sententia,0.5495914517699265,85
inimicus,lingua,0.5495914517699265,85
ignis,proelium,0.5495914517699265,85
sanguis,sto,0.5495914517699264,119
edo,taceo,0.5495914517699264,102
gaudeo,imperium,0.5495914517699264,102
edo,gaudeo,0.5495914517699264,102
cupio,pax,0.5495914517699264,102
gaudeo,sanguis,0.5495914517699264,102
gigno,imperium,0.5495914517699264,68
copia,equus,0.5495914517699264,68
edo,existimo,0.5495914517699264,51
cupio,existimo,0.5495914517699264,51
orator,sanguis,0.5495914517699264,34
spiritus,trado,0.5495881781528252,86
occido,regnum,0.5495881781528252,86
ciuis,uersus,0.5495795561421642,71
scelus,uersus,0.5495795561421642,71
audio,mons,0.549570976959062,110
comes,ostendo,0.5495405738717832,83
ferrum,par,0.5495405738717832,83
malo,uultus,0.5495405738717832,83
ordo,plenus,0.5495294650970413,109
maior,plenus,0.5495294650970413,109
maior,moueo,0.5495294650970413,109
aqua,moueo,0.5495294650970413,109
parum,similis,0.5495294650970413,109
inuenio,redeo,0.5495242226193414,134
communis,sensus,0.5495242226193413,67
metus,uerbum,0.5495144546572802,117
duco,metus,0.5495144546572802,117
sumo,suscipio,0.5495093417776807,96
melior,seruo,0.5495076938303227,121
malus,poena,0.5495076938303227,121
forma,nosco,0.5495044783311022,123
ars,regio,0.5494788454976381,85
surgo,tollo,0.5494788454976381,85
pereo,pugno,0.5494788454976381,85
puer,tertius,0.5494643165796428,93
ferrum,sol,0.5494643165796428,93
casus,puer,0.5494643165796428,93
dux,poena,0.5494506959107315,102
coniunx,conuenio,0.5494466746058582,70
abeo,seruo,0.5494441190186418,107
condo,medius,0.5494441190186418,107
auxilium,frons,0.5494410558233923,73
princeps,puto,0.5494404598937703,110
nosco,princeps,0.5494404598937703,110
certus,oportet,0.5494266664024942,82
clarus,umbra,0.5494266664024942,82
laudo,numerus,0.5494238875170216,84
praesens,uarius,0.5494238875170216,84
audio,ciuis,0.5494128616927035,93
ignis,uitium,0.5494076113428988,98
cedo,equus,0.5494076113428988,98
redeo,tertius,0.5494028707594752,103
patior,tertius,0.5494028707594752,103
altus,redeo,0.5494028707594752,103
defendo,patior,0.5494028707594752,103
ferrum,ius,0.5494028707594752,103
patior,senex,0.5494028707594752,103
patior,uultus,0.5494028707594752,103
amor,uultus,0.5494028707594752,103
alo,plenus,0.5494002410870403,106
forma,similis,0.5494002410870403,106
officium,paro,0.5493910595731005,118
crimen,doceo,0.5493910595731005,118
fama,paruus,0.5493865178153691,125
condo,diuido,0.5493705273786189,79
abeo,singulus,0.5493705273786189,79
condo,singulus,0.5493705273786189,79
uinum,usus,0.5493637218566183,89
adsum,uinum,0.5493637218566183,89
pes,reperio,0.5493614094532335,93
pes,turbo,0.5493614094532335,93
seruo,turbo,0.5493614094532335,93
dolor,gens,0.5493559675442513,104
signum,turba,0.5493559675442513,104
frons,laus,0.5493559675442513,104
dolor,signum,0.5493559675442513,104
labor,scelus,0.5493559675442512,104
labor,spatium,0.5493559675442512,104
parens,sedes,0.5493538570537416,109
laudo,sentio,0.5493538570537416,109
audeo,bellum,0.5493523031379126,113
lux,mille,0.5493523031379126,113
diuinus,maximus,0.5493099598609603,78
maximus,tellus,0.5493099598609603,65
loquor,tristis,0.5493099598609601,119
salus,uinco,0.5493099598609601,117
quaero,transeo,0.5493099598609601,110
diuersus,uinco,0.5493099598609601,99
cura,diuersus,0.5493099598609601,99
rego,uulnus,0.5493099598609601,88
ciuitas,male,0.5493099598609601,56
alienus,quaero,0.54930995986096,120
noceo,quaero,0.54930995986096,120
dignus,grauis,0.54930995986096,120
alienus,uinco,0.54930995986096,108
amo,rego,0.54930995986096,104
maximus,natura,0.54930995986096,104
addo,male,0.54930995986096,98
studium,utor,0.54930995986096,96
dignus,noceo,0.54930995986096,96
alienus,rego,0.54930995986096,96
noceo,rego,0.54930995986096,96
mundus,premo,0.54930995986096,96
natura,premo,0.54930995986096,96
ingens,rego,0.54930995986096,80
ingens,natura,0.54930995986096,80
iuuenis,studium,0.54930995986096,72
diuinus,noceo,0.54930995986096,72
ferus,roma,0.54930995986096,72
amicus,iudico,0.54930995986096,70
arbor,ira,0.54930995986096,70
addo,tellus,0.54930995986096,70
ciuitas,gloria,0.54930995986096,64
graeci,quaero,0.54930995986096,60
alienus,filia,0.54930995986096,60
filia,studium,0.54930995986096,60
filia,mars,0.54930995986096,35
amicus,dignus,0.5493099598609599,112
ferus,male,0.5493099598609599,84
lingua,uerus,0.5492734361844829,131
cupio,uerus,0.5492734361844829,131
cogo,minor,0.5492722858541368,127
ignis,timeo,0.549266855483704,111
saxum,teneo,0.5492668554837037,111
fortis,plenus,0.549263507648665,103
fides,publicus,0.549263507648665,103
caput,motus,0.549263507648665,103
colo,seruus,0.5492595959819235,95
parum,traho,0.5492595959819235,95
ordo,romanus,0.5492595959819235,95
consilium,forma,0.5492562007554987,89
periculum,peto,0.5492536709864412,85
labor,periculum,0.5492536709864412,85
uersus,uitium,0.5492493960115034,79
cerno,sermo,0.5492493960115034,79
iniuria,seruo,0.5492493960115034,79
cerno,uersus,0.5492493960115034,79
campus,iudicium,0.5492493960115034,79
equus,pius,0.5492493960115034,79
metus,pius,0.5492493960115034,79
cursus,spiritus,0.5492486195757086,78
iter,numen,0.5492435080551076,72
morior,numen,0.5492435080551076,72
aequor,usus,0.5492315254125101,61
duco,sapio,0.5492196867848433,106
sapio,uerbum,0.5492196867848433,106
duco,saxum,0.5492196867848433,106
istic,uerbum,0.5492196867848433,53
istic,mos,0.5492196867848433,53
potior,regio,0.5491986942141136,86
nox,uitium,0.5491782798432125,109
uirtus,uitium,0.5491782798432125,109
durus,patior,0.5491770606648048,108
amor,pius,0.5491770606648048,108
caro,mater,0.5491770606648045,72
cupio,cursus,0.5491619907369139,97
inuenio,ualeo,0.549155626964597,124
oculus,specto,0.549155626964597,124
cedo,rex,0.549155626964597,124
dubius,taceo,0.549155626964597,93
rex,sententia,0.549155626964597,93
curo,gaudeo,0.549155626964597,93
dubius,gaudeo,0.549155626964597,93
curo,pax,0.549155626964597,93
dubius,iaceo,0.549155626964597,93
iniuria,proprius,0.549155626964597,62
curo,gigno,0.549155626964597,62
auctor,nescio,0.5491343903569318,109
pereo,seruus,0.5491327648573957,108
seruus,tollo,0.5491327648573957,108
tollo,traho,0.5491327648573957,108
oportet,pereo,0.5491327648573956,81
pereo,placeo,0.5491327648573955,135
fugio,sto,0.5491273548169014,131
malum,opus,0.5491185906134141,125
malum,prior,0.5491185906134141,125
moueo,praesens,0.5491185906134141,100
plenus,sedes,0.5491185906134141,100
longe,similis,0.5491185906134141,100
communis,mensis,0.5491133481357142,73
paruus,tres,0.5491106176894637,120
paruus,timeo,0.5491106176894637,120
paruus,sapio,0.5491106176894636,96
longus,uoco,0.5491092238281682,143
ingenium,rapio,0.5491063767983677,94
frango,prouincia,0.5491063767983677,47
maior,sedeo,0.549092497644163,88
minor,seruo,0.5490891524409337,130
exemplum,uerbum,0.5490839371070405,127
conuenio,perdo,0.5490731221173903,101
reperio,urbs,0.5490707540231973,100
auxilium,lingua,0.5490707540231972,80
lingua,turbo,0.5490707540231972,80
edo,turbo,0.5490707540231972,80
reperio,sanguis,0.5490707540231972,80
proelium,reperio,0.5490707540231972,60
inuenio,soleo,0.5490655165793139,137
flumen,uoluptas,0.5490625065665066,58
aetas,saxum,0.5490470994120579,91
bellum,saxum,0.5490470994120579,91
aetas,contingo,0.5490470994120579,91
forma,maneo,0.5490441791284986,108
maneo,mare,0.5490441791284986,108
praesto,uetus,0.5490441791284986,108
alo,uetus,0.5490441791284986,108
maneo,praesto,0.5490441791284986,108
coniunx,praesto,0.5490441791284985,72
laus,senatus,0.5490243475776905,67
aer,socius,0.5489962589721825,61
potior,uxor,0.5489910314576828,90
appello,gigno,0.5489910314576828,45
durus,refero,0.5489800357405145,116
semen,templum,0.5489800357405145,58
semen,sermo,0.5489800357405145,58
castra,sermo,0.5489800357405145,58
malus,par,0.5489800357405143,116
caro,malo,0.5489800357405143,58
paucus,uinum,0.5489762000536675,86
sol,uarius,0.5489717057322426,99
ius,proprius,0.5489712781761681,113
ordo,uoco,0.5489655215789806,125
maior,uoco,0.5489655215789806,125
maior,soleo,0.5489655215789806,125
debeo,inimicus,0.5489647326240344,97
debeo,sententia,0.5489647326240344,97
miles,moueo,0.5489647326240343,97
abeo,similis,0.5489647326240343,97
miser,oculus,0.548941974576219,130
fama,specto,0.5489419745762188,104
iaceo,regnum,0.5489419745762188,104
gratia,ratio,0.5489419745762187,117
cupio,modus,0.5489302947210488,126
fatum,placeo,0.5489250589681867,87
furor,sumo,0.5489250589681867,87
mitto,occido,0.5489075903461986,107
bonum,turba,0.5489015941930034,82
anima,proprius,0.5489015941930034,82
frons,princeps,0.5489015941930034,82
laudo,nosco,0.5488975717153987,116
gens,sensus,0.5488750827069007,77
fortis,usus,0.5488750827069006,99
oculus,spatium,0.5488750827069006,99
fortis,sanctus,0.5488750827069006,99
cedo,ciuis,0.5488750827069004,88
caput,luna,0.5488750827069004,88
auctoritas,populus,0.5488750827069004,66
ciuis,luna,0.5488750827069004,55
proelium,ualeo,0.5488649715345605,86
gigno,maneo,0.5488512592860946,73
sacer,uarius,0.5488499994094489,104
noceo,uia,0.5488443021109856,113
pes,subeo,0.5488409826915522,102
seruo,subeo,0.5488409826915522,102
comes,loquor,0.5488316053911831,110
accipio,tertius,0.5488316053911831,110
consto,placeo,0.5488316053911831,100
senex,sumo,0.5488316053911831,100
defendo,sentio,0.5488316053911831,100
sumo,uictor,0.5488316053911831,100
comes,perdo,0.5488316053911831,90
confero,tertius,0.5488316053911831,80
dexter,humanus,0.5488316053911831,80
clarus,consto,0.5488316053911831,80
defendo,spiritus,0.5488316053911831,70
comes,nauis,0.5488316053911831,50
consto,nauis,0.5488316053911831,50
casus,nauis,0.5488316053911831,50
comes,reliquus,0.5488316053911831,50
finis,iter,0.5488275865750861,119
addo,lingua,0.5488272178771706,109
diuido,fugio,0.5488267746950075,99
officium,tres,0.5488064351776126,95
aer,certus,0.54880107989476,94
carmen,nego,0.54880107989476,94
nego,umbra,0.54880107989476,94
nox,uulnus,0.5487991041665806,103
facile,genus,0.5487889908468327,101
cedo,studium,0.5487889908468327,101
melior,numen,0.5487709852470907,71
auctor,numen,0.5487709852470907,71
nolo,species,0.5487650172178234,79
auris,auxilium,0.5487601467835513,87
auris,claudo,0.5487601467835513,87
laus,saeculum,0.5487601467835513,87
addo,durus,0.5487560966510105,95
dolor,minor,0.5487472136446458,102
eques,paro,0.5487472136446458,68
eques,oculus,0.5487472136446458,68
gero,ingenium,0.5487394716392342,109
gero,uarius,0.5487394716392342,109
diuersus,maneo,0.548738041057839,92
maneo,uulnus,0.548738041057839,92
ingens,paruus,0.5487317580524261,91
ostendo,studium,0.5487187685933718,89
ager,finis,0.5487066675906583,111
