dim1,dim2,feature,term_count,doc_freq,prevalence
-0.026428260208647008,-0.027001348999710077,orbis,1331,162,0.44751381215469616
-0.023540870719222687,-0.012868811695349106,claudo,618,113,0.31215469613259667
-0.028324368652536545,-0.025372744771600588,extremus,622,111,0.30662983425414364
-0.024452846560910554,-0.014906452859114313,proximus,697,124,0.3425414364640884
-0.04096309631894163,-0.031120434826436796,roma,984,114,0.3149171270718232
-0.029253716052792336,-0.015915728887418726,furor,614,107,0.2955801104972376
-0.03199001335095688,-0.033977712827108535,uultus,859,123,0.3397790055248619
-0.029698851000482092,0.0026723177423964278,coniunx,639,106,0.292817679558011
-0.03332600359229277,-0.033472017749471415,casus,819,123,0.3397790055248619
-0.0211795494948421,-0.007134668311361517,flumen,738,125,0.3453038674033149
-0.03303678611458744,-0.037272101844726305,numen,774,101,0.27900552486187846
-0.022330394885645487,-0.023600733668694023,sidus,739,120,0.3314917127071823
-0.039458205040500065,0.02079523131641151,diuersus,737,121,0.3342541436464088
-0.03082921692171837,-0.01968052236009475,uictor,729,123,0.3397790055248619
-0.016847858773961027,-0.017960743566606947,carmen,793,126,0.34806629834254144
-0.06198632449385223,-0.057299017276670604,caesar,1480,91,0.2513812154696133
-0.03184905284080726,-0.030848835717340116,sensus,736,100,0.27624309392265195
-0.031167939468433655,-0.038318267531290584,tellus,740,95,0.26243093922651933
-0.048068025048512854,-0.059959078117427664,animal,642,69,0.19060773480662985
-0.036948393728228654,-0.04289204583578922,agmen,688,83,0.2292817679558011
-0.025965026176963293,0.007095881452470663,saeculum,599,113,0.31215469613259667
-0.06583875634553425,0.0683260836769715,christus,1484,72,0.19889502762430938
-0.2996100305646898,0.6680644020373302,episcopus,826,18,0.049723756906077346
