observed_max_ppmi,permuted_max_ppmi_mean,permuted_max_ppmi_q95,observed_mean_positive_ppmi,permuted_mean_positive_ppmi_mean,permuted_mean_positive_ppmi_q95
1.614978092809716,0.7000000582955362,0.8546916094121417,0.525687923245793,0.06414875277209746,0.06466618810126751
