word1,word2,word3,interaction_info,abs_interaction_info
deus,dies,manus,0.2038796010447812,0.2038796010447812
magnus,ago,manus,0.2038427116152756,0.2038427116152756
unus,primus,credo,0.20382603287552456,0.20382603287552456
tempus,ago,terra,0.20367768503637085,0.20367768503637085
locus,magnus,ago,0.20348692440164148,0.20348692440164148
uolo,locus,ago,0.20330367471366753,0.20330367471366753
homo,unus,locus,0.20315423105232233,0.20315423105232233
uolo,dies,uenio,0.20313952685737885,0.20313952685737885
pars,tempus,nomen,0.20288081671930633,0.20288081671930633
magnus,tempus,ago,0.2028413452730099,0.2028413452730099
dies,ago,credo,0.20283234751510348,0.20283234751510348
locus,nomen,credo,0.20280483971835644,0.20280483971835644
uolo,uenio,primus,0.20278237538378963,0.20278237538378963
ago,totus,terra,0.20252429933270374,0.20252429933270374
locus,uenio,primus,0.20240818859206938,0.20240818859206938
locus,primus,totus,0.20236353514870414,0.20236353514870414
nomen,primus,ago,0.20224747130597942,0.20224747130597942
tempus,primus,manus,0.2022411486436757,0.2022411486436757
primus,totus,terra,0.2021713621404391,0.2021713621404391
pars,ago,uis,0.20214576694076344,0.20214576694076344
uenio,primus,manus,0.20164561060889485,0.20164561060889485
uolo,locus,primus,0.20163545405941452,0.20163545405941452
homo,unus,uolo,0.20157253055257918,0.20157253055257918
locus,uenio,ago,0.20153677889399985,0.20153677889399985
unus,uolo,uis,0.2013405767063038,0.2013405767063038
uenio,primus,totus,0.20130290537185302,0.20130290537185302
unus,uolo,totus,0.20124024346236788,0.20124024346236788
unus,locus,uir,0.20111578226763444,0.20111578226763444
dies,ago,populus,0.2010132354611094,0.2010132354611094
uolo,tempus,uenio,0.2010126899533094,0.2010126899533094
locus,ago,terra,0.20100011465706713,0.20100011465706713
locus,tempus,primus,0.20095405160939075,0.20095405160939075
uolo,magnus,ago,0.2008230709389758,0.2008230709389758
uolo,ago,manus,0.2007935966281007,0.2007935966281007
unus,dies,uenio,0.20074916339998256,0.20074916339998256
unus,uir,totus,0.20061095903794124,0.20061095903794124
unus,ago,uis,0.20058306901763773,0.20058306901763773
tempus,uenio,ago,0.20021686956193877,0.20021686956193877
magnus,dies,manus,0.20003262101152197,0.20003262101152197
unus,tempus,primus,0.20001611129284086,0.20001611129284086
locus,magnus,primus,0.19989615963208862,0.19989615963208862
unus,uolo,bonus,0.19983631197119728,0.19983631197119728
unus,primus,uis,0.1993426830969048,0.1993426830969048
unus,locus,totus,0.1992179866876635,0.1992179866876635
deus,tempus,ago,0.1991808385018708,0.1991808385018708
locus,uenio,manus,0.1990077973752853,0.1990077973752853
homo,unus,primus,0.19889402827360753,0.19889402827360753
uolo,primus,totus,0.19879590521485696,0.19879590521485696
unus,uolo,uir,0.1985364748496677,0.1985364748496677
locus,dies,credo,0.19848875018409232,0.19848875018409232
tempus,nomen,primus,0.19842875673302493,0.19842875673302493
uolo,magnus,primus,0.1983868351865538,0.1983868351865538
dies,uir,totus,0.1982842744255064,0.1982842744255064
