word1,word2,ppmi,mi
audio,uirtus,0.4852367250490419,0.17583623222000355
ius,medius,0.4846385395272334,0.17509186272408872
liber,scribo,0.4845767319650584,0.16520090709327384
audio,gens,0.48436217665149134,0.14273435311187743
os,uox,0.48433231565443013,0.25467340764304236
ius,puto,0.48418826423769207,0.1945937430889373
inuenio,uerbum,0.48417789437343917,0.18567661681214265
os,regnum,0.48416673903347085,0.1769698929011474
accipio,romanus,0.48407915762962783,0.13355931454308578
bellum,urbs,0.4840768446592998,0.17979528473339101
duo,malus,0.48401761432876783,0.1831361227967987
fides,scio,0.48380478809229366,0.19224018755558614
ius,mens,0.4837804716872301,0.21706700344979435
signum,uox,0.483555616586258,0.16885807850129542
puto,uerus,0.4834266495778763,0.21841877191344405
bonus,loquor,0.48327734013377655,0.2721615423253132
fides,lex,0.48292246753213136,0.2491560795548562
iubeo,nox,0.48280321089833983,0.2292234863143472
loquor,uirtus,0.4826983506245585,0.21516330396398597
audio,lex,0.48266192970614863,0.20927476216912222
debeo,lex,0.48266192970614863,0.20927476216912222
fides,romanus,0.48255243977582796,0.12724697758978198
duo,puto,0.4824951171397647,0.20211098529296034
loquor,mens,0.48241572503092994,0.24801363835913293
ius,relinquo,0.4823234966067297,0.21256560663430246
liber,regnum,0.4821094986394887,0.15922879508472132
natura,teneo,0.4821012101675099,0.18965821150483286
nox,rex,0.48207673066297374,0.15918362809158992
ius,nascor,0.4820163241269684,0.2383857468484809
ratio,uerbum,0.48190335132588885,0.16548136970931537
rex,summus,0.4817602749641305,0.20020572354048483
uerbum,uerus,0.481609991727783,0.24402667603515393
loquor,uox,0.48148736352219895,0.2266792723421851
ratio,teneo,0.4813217869012395,0.18669905386417263
debeo,fides,0.4812836724244038,0.18517262640891374
caelum,nox,0.48117692984386073,0.19823357461563518
audio,mitto,0.4811305916740092,0.19453739331877618
inuenio,lex,0.48103389284426334,0.18725438689963703
lex,relinquo,0.4809572086680053,0.26140325967677036
nox,scio,0.48085199076707796,0.17566085794483755
audio,summus,0.48084311143629554,0.21543949781149774
debeo,summus,0.48084311143629554,0.21543949781149774
malus,mens,0.48073228456016837,0.20606614545832347
arma,fides,0.4802750532301493,0.16032613788843175
lex,natura,0.48027082527576076,0.17032117044865114
mitto,rex,0.48026079949948963,0.17866872464171912
