word1,word2,ppmi,mi
caelum,rex,0.4653632496892332,0.15032552298292767
modus,relinquo,0.46532592023815855,0.1995207084626891
locus,scribo,0.465310633341322,0.1948830718377561
modus,pars,0.46526217521821667,0.27117495701330174
dominus,ius,0.46505561343829666,0.16835187556025222
duo,mitto,0.46502871691918196,0.19904267551919297
loquor,natura,0.46496881142720925,0.14418366908285396
ago,ius,0.46495469677855256,0.283522833260057
bonus,domus,0.46492820146558,0.2441376612826236
pono,romanus,0.46480799447675614,0.14092073924356008
gens,uirtus,0.46473820350070083,0.14270867244926944
relinquo,romanus,0.4646301297424171,0.12277850040874494
bellum,malus,0.46456487279315645,0.13729184987689358
credo,rex,0.4645407362770199,0.18595850539292602
opus,signum,0.46449397343476617,0.1766556567088564
credo,uerus,0.4644257210373739,0.24085415679329536
arma,teneo,0.46433472508663104,0.1805192018133619
loquor,solus,0.4642556859265229,0.2592429975939634
audio,solus,0.46411309359774866,0.2116151456242754
domus,uerus,0.4640602907391361,0.20982107904968217
domus,mors,0.4640602907391361,0.20982107904968217
ratio,solus,0.46393647756055334,0.17324437560080064
animus,audio,0.46391105298689855,0.20031829513336152
regnum,summus,0.4637841662359121,0.1593411393873012
credo,fides,0.46361523875607696,0.2369444825659297
domus,duo,0.46358237590916584,0.19497630418458645
malus,mitto,0.4635348297836295,0.18198578146367517
puto,quaero,0.4634029452143835,0.20681541112609825
ratio,uirtus,0.4632654491844263,0.1260046853980752
dominus,regnum,0.4632654491844263,0.1260046853980752
modus,uox,0.4632191389521722,0.1832148776138327
uirtus,uox,0.4632191389521722,0.1832148776138327
malus,populus,0.46311220527920555,0.21170184266093273
malus,teneo,0.46311220527920555,0.21170184266093273
medius,teneo,0.46311220527920555,0.21170184266093273
sanctus,signum,0.4630436468571194,0.10103877223592406
gens,sanctus,0.4630436468571194,0.10103877223592495
solus,uerus,0.46288711717043984,0.25128785965067735
audio,dominus,0.46276386919698337,0.15486843948191265
accipio,opus,0.46270985164126455,0.23498064761308957
animus,ius,0.46247172805399805,0.21244264245481848
loquor,nox,0.4623586663874359,0.19134820182738466
ratio,regnum,0.462254724184014,0.09023095361885236
mors,summus,0.46207792973716066,0.23157626622712257
summus,urbs,0.46207792973716066,0.23157626622712257
bellum,uirtus,0.4620244976291045,0.14549643492493125
ius,solus,0.4620156574202989,0.2233560155228984
genus,summus,0.461979654468053,0.2512817444657509
domus,gens,0.4619331525730925,0.1570201199401806
loquor,signum,0.4619331525730925,0.1570201199401806
accipio,signum,0.4619331525730925,0.1570201199401806
duo,opus,0.46169676881370464,0.21293392084184948
debeo,peto,0.46164090445235945,0.17609754609716521
uerus,urbs,0.4615678557653773,0.20188852118477918
bellum,iubeo,0.46153609713099586,0.17272145001666228
ratio,romanus,0.46151915960506,0.07488008933473989
sanctus,uirtus,0.46139930223518627,0.12323102198159397
lex,rex,0.4613386135166262,0.17085946978813382
credo,regnum,0.461294667517463,0.16133130487930547
arma,relinquo,0.461185841873403,0.15322178376983508
debeo,locus,0.4611600196150089,0.22605790900160994
genus,ratio,0.46105608944165644,0.14869013439716205
mitto,romanus,0.46104623455486426,0.11868152707052904
ius,primus,0.4607486507046039,0.263004263631359
signum,teneo,0.4606823706714397,0.18464827946276685
nox,romanus,0.4606448699097008,0.10408482265150187
debeo,populus,0.46064040411877605,0.20174376077864853
accipio,hostis,0.4605591029385093,0.15400870839667036
homo,inuenio,0.46048534574714944,0.20119627830296594
credo,filius,0.46027633749056246,0.1337085074423463
liber,mater,0.46022957464830844,0.18478309755442357
arma,duo,0.46019695600912547,0.13439825999224997
opus,uerbum,0.46012142602215655,0.2425554303306754
modus,pono,0.4599809537284401,0.21934296581151447
relinquo,uerus,0.4599792930802392,0.20984425378966431
accipio,loquor,0.4598648995090335,0.20964130744294618
credo,loquor,0.4598648995090332,0.23985204991921805
hostis,quaero,0.45979545265321187,0.15927635358903292
malus,sequor,0.4597625584573895,0.21311952962014047
duo,pars,0.45965991966954683,0.26462652130300235
duo,ius,0.4594533578896268,0.1649627077457776
manus,regnum,0.4594205229481388,0.19544453937549022
quaero,romanus,0.45935307264157343,0.12066799506175485
regnum,terra,0.4592838082032405,0.18647674905709355
bellum,natura,0.45924514538444006,0.10502917201383788
arma,uerus,0.45922966785772945,0.14400608704719797
iubeo,rex,0.45920739030165736,0.16657641879715968
gens,natura,0.4591881604569379,0.10126399931420238
peto,quaero,0.45911892995395037,0.22157673559974267
hostis,lex,0.45905498612548806,0.16482881367226643
regnum,scribo,0.45904697045967074,0.09079499037669336
animus,scio,0.4589258983926909,0.19887188900433728
mors,rex,0.4588893747162138,0.15219047712954836
gens,peto,0.4588419600034194,0.15817522479204182
arma,liber,0.45876884800918577,0.1491703283147201
liber,uerus,0.45872694476377335,0.20580270255602873
bonus,ratio,0.4586950967284408,0.15672297180387407
medius,scribo,0.4586439419831328,0.11670152097075981
rex,sequor,0.45862480945208933,0.1895144094373169
domus,mater,0.45859425130757764,0.1807926744210251
audio,opus,0.45855923791495135,0.18662650556830584
dominus,scribo,0.4585462332527799,0.12554323071075668
rex,uirtus,0.45854623325277977,0.1393529437990635
inuenio,summus,0.4583366631895519,0.17069645970865732
medius,puto,0.45830758948254424,0.16207073639631098
malus,peto,0.45822977755393624,0.1786437356378947
mitto,ratio,0.4582039777859344,0.1388447215240376
ago,malus,0.4580025822786209,0.26240323063912196
ius,manus,0.4578682984626289,0.2505586978235028
lex,nox,0.4578057667250561,0.20061114355174414
ius,opus,0.4578049852839693,0.19881664545643485
fides,modus,0.4577695341846075,0.1796439312656899
mater,nox,0.4577295733462239,0.1613900050234971
bellum,debeo,0.4576696146752402,0.1273573281481939
fides,uox,0.45765488815410077,0.19039559420309082
arma,modus,0.4576359009186345,0.13082143658136847
ius,tempus,0.4575253041186726,0.26575875943615834
hostis,relinquo,0.4575253041186726,0.15519221728713983
accipio,urbs,0.45745960670778413,0.20183247820771566
audio,sequor,0.45742410544695206,0.2032687451059374
debeo,sequor,0.45742410544695206,0.2032687451059374
debeo,solus,0.45742410544695206,0.2032687451059374
mitto,opus,0.45737650566590204,0.23029615633053968
natura,sequor,0.45733579352920123,0.16835936385657124
natura,solus,0.45733579352920123,0.16835936385657124
ago,ratio,0.4573116517302944,0.20917205244566262
nomen,uerus,0.4572773189965091,0.3047852456594917
pono,quaero,0.45726078884137317,0.2476044290353352
gens,os,0.45722121410568617,0.16924886826157604
primus,ratio,0.4571482503671636,0.1988484603741698
debeo,nascor,0.45708508791649877,0.19235055470978946
credo,debeo,0.45708508791649877,0.19235055470978857
sanctus,uerbum,0.4570492269851866,0.14173983410170443
domus,quaero,0.4569366397299452,0.21358642955692453
domus,mens,0.4569366397299452,0.21358642955692453
mitto,peto,0.456880350855426,0.21348260100638594
scio,urbs,0.4568785154019912,0.1667900330287715
populus,summus,0.45687574254987706,0.2685248858536733
hostis,iubeo,0.456814824515074,0.16058653749506124
caelum,terra,0.4567584024957149,0.25441594532956113
locus,malus,0.45646766256053717,0.2268994425791231
medius,summus,0.45646766256053717,0.19312419864938501
genus,malus,0.45646766256053717,0.1835543297167197
malus,uis,0.4564676625605369,0.21464478880484528
loquor,os,0.4564402386276691,0.22634397852620403
puto,urbs,0.456397977189957,0.1868095148000668
audio,mens,0.4563638473515158,0.17289763069437836
filius,mater,0.4563124476934633,0.09661902542520107
pono,regnum,0.456256873487506,0.15871199225503307
fides,iubeo,0.4561656846026332,0.2103026051311474
hostis,opus,0.4561257237642493,0.16627979690884676
domus,teneo,0.45596842922991004,0.2402923045708194
mors,uerbum,0.4559675611144455,0.2099458218256567
duo,uerbum,0.45593128388384524,0.19577258589379554
arma,mens,0.45590878477255936,0.15049194508595853
opus,scribo,0.4557411823251714,0.15335523939632267
domus,peto,0.45574118232517125,0.20953946910398535
peto,romanus,0.45574118232517113,0.11660160572626932
locus,puto,0.45547552868282587,0.24890914297267397
domus,ratio,0.45544011352867775,0.13489374573814583
uerus,uita,0.45540000631440847,0.2531428865984777
primus,rex,0.45535169838645967,0.22114867207974154
bellum,peto,0.4553055473803596,0.16031086894493018
mater,urbs,0.4552623032021005,0.17303465742345203
ius,uita,0.45522787446098417,0.2262922824084388
debeo,uirtus,0.45515926981176413,0.14823229698062423
nox,terra,0.45512274480125897,0.24367691347377196
duo,romanus,0.45504261436103116,0.10208898279677658
audio,manus,0.4550152294802225,0.23069196506334588
hostis,uirtus,0.4549684119048959,0.13338624024152868
modus,teneo,0.4549684119048958,0.21561995178264048
quaero,uerbum,0.4549417446456217,0.22136209497534232
mens,uerbum,0.4549417446456217,0.22136209497534232
natura,uis,0.45491847557370774,0.17063951767354357
ratio,tempus,0.45491302492794233,0.20248024154750155
gens,primus,0.45489912591571224,0.21816734241846447
fides,summus,0.4548396003345764,0.21922120159817915
uerbum,uirtus,0.45479950725117113,0.19224018755558614
malus,opus,0.45475679815690767,0.18873789025887344
dominus,ratio,0.45475475951651767,0.1200205520543598
arma,pono,0.4547484674890226,0.16817566370313752
nascor,natura,0.45469398348611106,0.1568641601625531
domus,medius,0.45468354076703577,0.17070146859815782
natura,opus,0.45457653677741994,0.15059502406025604
opus,uerus,0.4545346335320076,0.21862834884447846
accipio,mitto,0.4545315535336707,0.20556358548224285
ius,nomen,0.45435096346971127,0.2687543413927491
nomen,romanus,0.45430666766230215,0.17735742129552623
bellum,mors,0.4542238815096187,0.1515502068381842
debeo,urbs,0.4540445575604249,0.16032295256931128
hostis,scio,0.4539303332008136,0.12182526062274501
mitto,puto,0.4539174914941112,0.1908703233168607
duo,uerus,0.45371588048269196,0.17963271647990364
audio,dies,0.4537025018020017,0.2394591133759123
relinquo,sequor,0.45361728772146703,0.24866877384120212
gens,mens,0.4535649029025757,0.15532151773498004
puto,uox,0.45347432729452497,0.1792946918023226
nomen,scribo,0.4534449700648208,0.21183379521721957
bonus,puto,0.45336856874120346,0.21260371655201737
medius,primus,0.45334753522429333,0.2429231780005523
accipio,domus,0.45330749896287437,0.20165644680187533
populus,scribo,0.4532380521070527,0.1615723525777213
caelum,sanctus,0.45319651092935426,0.12203733962120289
medius,solus,0.45316187442603745,0.204787033622706
malus,nascor,0.45309497808189775,0.19422213425410462
mors,scribo,0.45303482072742846,0.13269760506111972
audio,genus,0.4530100152530845,0.17382787278716982
audio,iubeo,0.4530100152530845,0.17382787278716982
nox,sanctus,0.4528155585437948,0.11731578722790559
arma,os,0.45274797613546996,0.15758709090096268
dominus,malus,0.45271531294198664,0.15134660925324805
nomen,ratio,0.452713942481665,0.2063697010148946
lex,nascor,0.4526747805828934,0.24637196999156785
lex,romanus,0.4524975855793288,0.12063720662119248
dies,ratio,0.45248623726135234,0.19608374603129253
ius,mater,0.45242139220049676,0.15102918713912405
inuenio,totus,0.45239050464663416,0.20915177951024155
mors,uox,0.45223482068476173,0.18662027572987405
ius,uis,0.4521633609772872,0.2161314797864735
rex,terra,0.45214621140731215,0.201033005877032
mitto,urbs,0.45212626073242124,0.1979104376509797
liber,urbs,0.45212626073242124,0.1979104376509797
lex,urbs,0.45202331476180746,0.21012638243741932
malus,sanctus,0.45201331221115676,0.1084824783708056
genus,rex,0.4518272830040349,0.15949357514043871
regnum,uita,0.45176298465969505,0.1703248075610615
corpus,regnum,0.45176298465969505,0.1703248075610615
arma,uis,0.4517523457639384,0.1768639602519526
locus,uerus,0.45174411946288334,0.25425809540609734
mitto,quaero,0.45160329375458247,0.20936345688214697
liber,quaero,0.45160329375458247,0.20936345688214697
puto,uerbum,0.4515090466095711,0.19515435855661956
modus,sequor,0.4514489713820181,0.21665925942384678
romanus,teneo,0.4513565840073472,0.13185282185560343
annus,romanus,0.4513565840073472,0.1318528218556052
loquor,summus,0.4513251379608988,0.22221648500992242
filius,puto,0.4513114962335829,0.10127375976402675
populus,regnum,0.45124433166396166,0.15612179377953872
medius,relinquo,0.4511626103308438,0.1713695796946233
audio,uita,0.4511491649280408,0.20663913878278972
puto,teneo,0.45107561936021656,0.2178499907182312
medius,urbs,0.45104759509119796,0.16306142665648693
medius,mors,0.45104759509119796,0.16306142665648693
peto,uox,0.45104633802096344,0.19441004082391267
os,rex,0.451029243857765,0.16498249646789098
hostis,summus,0.4510106230974789,0.16342360661122957
scio,uirtus,0.4509990276173969,0.14810363337006294
caelum,malus,0.4509274821849217,0.15525506318994609
opus,romanus,0.45092189588922243,0.12277406985926476
inuenio,terra,0.45086988704770753,0.19516334333982144
pars,signum,0.4508658459334107,0.20621793754478723
accipio,uerus,0.45081506398911547,0.19403976736783157
iubeo,uerbum,0.45077961397159116,0.22112359435603857
fides,nox,0.4507519615259609,0.17239666322629876
arma,uerbum,0.45065942888641547,0.14779660053554977
homo,uerus,0.4505573818386204,0.24900282793863227
natura,primus,0.4505475663358114,0.1926503284979315
bellum,uis,0.45039153257793046,0.18942282770307006
domus,scribo,0.45037923918378603,0.13399457181086838
inuenio,pars,0.450316708698668,0.2033044925655041
fides,scribo,0.4502915775576066,0.12896349619050707
nascor,rex,0.4502547790295434,0.1707852381996835
mitto,nox,0.4501524411243111,0.18027827058300616
mitto,modus,0.4501524411243111,0.18027827058300616
locus,rex,0.4501164186004056,0.1956735648172554
scribo,uirtus,0.45010736460691525,0.119589320037222
credo,quaero,0.45010330977751195,0.23414381718795063
scio,uenio,0.45010330977751195,0.2589013257185142
bellum,quaero,0.45002849027951597,0.1573767850596255
bellum,mens,0.45002849027951597,0.1573767850596255
duo,summus,0.45002426760077524,0.20113366999283766
romanus,uerus,0.44998138324053794,0.10702884696553738
annus,domus,0.4498145636555319,0.23147632904049686
accipio,teneo,0.4498145636555319,0.23147632904049686
regnum,urbs,0.449799095529263,0.12726032572356694
mors,ratio,0.449799095529263,0.12726032572356694
dies,inuenio,0.4497786744097406,0.21215380686479168
arma,sanctus,0.4497359256654783,0.08932258364367751
iubeo,quaero,0.44971980066447015,0.21712034731254182
gens,uerus,0.4496964261246554,0.14261304275662212
mitto,uox,0.44966240209985997,0.1905070971747982
rex,uerbum,0.4496142484976683,0.15542927076485835
genus,modus,0.4495775632700195,0.18868046581675735
iubeo,malus,0.44949899324444387,0.1761310375087337
mater,signum,0.4494749176510507,0.12605612762983043
mors,uita,0.4493576918584458,0.2438784926352069
inuenio,nomen,0.4492551706177794,0.22186480023472477
loquor,peto,0.4492265013039775,0.20155396270081827
gens,nascor,0.4492265013039775,0.16785370981376424
nascor,relinquo,0.4492265013039774,0.23020131784113396
mater,nascor,0.4492265013039774,0.19624888568151366
fides,medius,0.44919490323145705,0.15934866852099638
arma,caelum,0.4490857305840548,0.12918746026399308
natura,quaero,0.4490533561213097,0.13656778474675413
mens,natura,0.4490533561213097,0.13656778474675413
gens,liber,0.44899520721251046,0.14743622242521237
mater,romanus,0.4489323403958408,0.09373168578388835
populus,scio,0.4488755625391896,0.1921899604963393
signum,uirtus,0.44873786215425976,0.13015682243181814
dominus,signum,0.44873786215425976,0.13015682243181814
dies,malus,0.4486855221184821,0.2393727214542638
loquor,pono,0.44863513523115506,0.22694386381199738
annus,lex,0.4486304687896037,0.24638211722013104
arma,manus,0.4486254313814511,0.194744062843478
domus,uirtus,0.4485653442551,0.17643872661464233
nox,teneo,0.44849589739927836,0.20734248398307642
arma,loquor,0.4484768760814678,0.13869463686150052
loquor,uis,0.44836107502754874,0.24148552418967828
quaero,solus,0.4483402306206234,0.24354891349758923
nascor,puto,0.4483052667846566,0.20883516508169375
bellum,medius,0.4483043519213762,0.12507699704887099
inuenio,nascor,0.4481842917255337,0.16495734030526066
mors,quaero,0.44814483543323663,0.19796129868856926
filius,mors,0.44814483543323663,0.10464421222958453
opus,urbs,0.44814483543323647,0.21038680313157077
hostis,uerus,0.44814483543323647,0.13971471450903383
populus,uerus,0.44814483543323635,0.22394769563742045
annus,urbs,0.44814483543323635,0.22394769563742045
mors,teneo,0.44814483543323635,0.22394769563742045
accipio,rex,0.4481365829399519,0.14652909053523722
dominus,uirtus,0.4480580370697255,0.15801375804478823
caelum,gens,0.44802472252696035,0.13444056482195155
arma,lex,0.44790554077372907,0.14918771150580312
iubeo,scribo,0.44789800486414527,0.14076258555337873
medius,os,0.4478839188691456,0.1811513199856467
dies,fides,0.4477339825917825,0.27064219314846305
inuenio,primus,0.4477066553342077,0.20612046791464245
ago,signum,0.4476223301157728,0.2182461640365183
bonus,ius,0.4476008151097277,0.19186807994669497
debeo,uis,0.44757180900394045,0.19669502827137997
ratio,totus,0.4475461424321135,0.18405970307908515
accipio,malus,0.44751505128842334,0.1636421025044692
hostis,mater,0.44747496826517114,0.12316181720406671
credo,domus,0.44744237951047605,0.22250400104807877
fides,teneo,0.44729528988898015,0.22026789795492618
uerbum,uox,0.4471644677526444,0.19460868968221323
fides,quaero,0.44696421887122356,0.19428374419377992
fides,mens,0.44696421887122356,0.19428374419377992
gens,ratio,0.44692036018390724,0.09333542178105869
liber,solus,0.44680097941881547,0.23577716274679528
fides,urbs,0.446785215917197,0.1828204123840962
gens,loquor,0.4466656804423042,0.14361899976218861
regnum,uis,0.446593509388384,0.1603887439966991
malus,solus,0.4465173317073689,0.19667846865280936
domus,iubeo,0.44646533986264975,0.20551081628793622
mens,nox,0.44644321108153634,0.18069151470495282
mens,uirtus,0.44644321108153634,0.18069151470495282
gens,populus,0.44639641342396325,0.16944417497300268
populus,signum,0.44639641342396325,0.16944417497300268
liber,uerbum,0.4463539378684385,0.20531252396049915
audio,homo,0.4463065404522527,0.20334933865380656
natura,relinquo,0.4462982415248891,0.13265568503140557
quaero,teneo,0.44616920094144674,0.23434765673348057
loquor,sequor,0.44601809837674206,0.23198067927917876
accipio,sequor,0.44601809837674206,0.23198067927917876
mitto,summus,0.44599179198553607,0.21767056452518574
nascor,ratio,0.44590974867798355,0.14715039240571137
bellum,scio,0.44590477309565363,0.1218850091212893
sanctus,scribo,0.4456908464716699,0.08318753002025758
scribo,teneo,0.44569084647166973,0.15437225938916566
debeo,primus,0.44562548913038325,0.22391298383240343
animus,uerus,0.4456163890798778,0.21504443021705288
fides,peto,0.44559673325339866,0.19039296820471474
fides,relinquo,0.44559673325339866,0.19039296820471474
lex,uerus,0.4455508002561899,0.2021077402119289
lex,mors,0.4455508002561899,0.2021077402119289
mitto,uerus,0.44548171801375264,0.1902121280161584
credo,modus,0.445474151685427,0.1984349420872471
locus,romanus,0.4454722911216577,0.1426955407483188
medius,totus,0.4454526023298597,0.2275706855977635
arma,iubeo,0.4454374849052641,0.1451351097549658
hostis,populus,0.4454067152011122,0.16657307545551348
hostis,teneo,0.4454067152011122,0.16657307545551348
gens,lex,0.4453894578873338,0.15373758581013686
dies,regnum,0.44536876949248827,0.18724468783401882
dominus,mors,0.4453318940566219,0.16896711741925685
relinquo,teneo,0.44533003102485413,0.23046495391516064
nascor,scio,0.44532024633691236,0.1832777844859228
bellum,caelum,0.44531101665536393,0.13696887502041477
malus,terra,0.44524059996675364,0.21460895931173418
pono,rex,0.44521698499958645,0.16787579774078676
accipio,uerbum,0.4452147693381839,0.20152507346206772
arma,opus,0.44520077050008716,0.15064742063396164
domus,summus,0.4450159687676341,0.21388717406647295
gens,uox,0.44494078045847846,0.13530634069730318
scio,totus,0.444934294961994,0.22439907377000434
nox,relinquo,0.4448473888946178,0.17681035047397753
regnum,relinquo,0.4448017153236218,0.12999519084109856
gens,summus,0.44478007334684294,0.159207590278025
gens,terra,0.44463933729707145,0.18976152250044365
rex,solus,0.44454006957035036,0.17400148592948117
lex,mens,0.444524983787366,0.21294923971357793
liber,teneo,0.44448121768016924,0.22664328401720368
ago,audio,0.444443176389205,0.2326273553423377
inuenio,uita,0.44442128540362397,0.17967113584285954
lex,modus,0.4443827463929155,0.18517262640891374
relinquo,uox,0.4443573498701669,0.18679243111495047
bonus,uerus,0.4443304633577658,0.21072823024445508
bonus,mors,0.4443304633577658,0.21072823024445508
credo,romanus,0.4443124865015485,0.12291012485810526
fides,filius,0.44426251024026225,0.10098488243348047
genus,uerus,0.4442309361121002,0.19808423276623532
iubeo,mors,0.4442309361121002,0.19808423276623532
duo,primus,0.444227864863745,0.24703986006282008
fides,mitto,0.4442127973322953,0.1865712842424072
ius,pono,0.4441887072740203,0.1928143589394704
accipio,mors,0.4441260758383189,0.18643881141577534
fides,manus,0.44408615894803183,0.2532602601253853
ratio,uox,0.4440017152809553,0.11996466879642753
duo,genus,0.4439753077213495,0.18455683478252372
hostis,terra,0.4439494442031337,0.18690484201998814
puto,romanus,0.44393138893596046,0.09817302311348364
liber,peto,0.4438931553286148,0.19751584633278618
liber,relinquo,0.4438931553286148,0.19751584633278618
dies,ius,0.4438165450069783,0.23953186230639556
iubeo,sanctus,0.4437951113067707,0.13277303265924978
domus,os,0.4437818417557457,0.20970342844359635
medius,uerus,0.443774835762118,0.15620693466023639
loquor,populus,0.4436225934076106,0.22288080023610313
signum,solus,0.44361457204940774,0.1711216823799928
ius,sanctus,0.44361076251834175,0.10719661827946503
regnum,teneo,0.4435814589183925,0.1490443778435555
populus,ratio,0.4435814589183925,0.1490443778435555
lex,opus,0.44355079958952276,0.2246775095081226
dies,signum,0.4435481246591046,0.2059675042566198
duo,filius,0.4433745266879592,0.09429042801543375
inuenio,uolo,0.4433705729858116,0.25608710411163393
iubeo,mens,0.44337057298581145,0.20894100881023547
lex,uox,0.44334839092574096,0.1948784419310945
opus,pono,0.4433336409542869,0.24118430434532367
hostis,uox,0.4432661507020013,0.13245134581045992
manus,scio,0.44325038790063587,0.21879836280381415
gens,scribo,0.4432410195609398,0.09357862425581676
liber,nox,0.4432319982797373,0.17300137648377323
mors,natura,0.44319841149791106,0.12383369397030464
dies,domus,0.4431891613413007,0.2715590830737806
filius,romanus,0.44316240011831115,0.055478488726519615
gens,iubeo,0.44309360303528045,0.14972453419583953
solus,uerbum,0.44309087473447967,0.23853390003345787
annus,malus,0.4430446422283963,0.18757981133877877
primus,relinquo,0.44297648095880604,0.2732797694825635
duo,loquor,0.44296308870643003,0.17263581245367554
duo,totus,0.4428326680997894,0.24133293802214872
accipio,fides,0.44281211112631397,0.18281650758616852
audio,tempus,0.44271289456684065,0.22649482373505503
loquor,relinquo,0.4426691007578184,0.19376438905638604
summus,uerbum,0.44266048953308695,0.2209014820726427
nascor,solus,0.44260396054348405,0.25814466235233713
locus,signum,0.4425150667159908,0.1846128182606508
romanus,scio,0.4424959555751507,0.08593757525434853
ius,sequor,0.4424710613473285,0.19836244703015282
audio,sanctus,0.4424580850355857,0.09899286700330201
nox,summus,0.4423812963994246,0.18990232166313348
lex,mitto,0.4423680673404732,0.2053006628501013
lex,liber,0.4423680673404732,0.2053006628501013
dies,uerus,0.44231391512244345,0.26420485302324614
mens,solus,0.44229791616466085,0.23464821082428777
bellum,teneo,0.4422203078317041,0.1707852381996826
liber,medius,0.44218170531306067,0.16048573278305778
debeo,pars,0.4421118246443146,0.2125988247085484
locus,regnum,0.4421010737479582,0.16509205582708208
accipio,primus,0.4420540567627861,0.26575255583033996
ago,lex,0.4420135202706364,0.2963242773135333
populus,uirtus,0.4419812163780846,0.19927816415802546
ago,nox,0.4419510963497695,0.2518061573113206
teneo,uerus,0.44187522241964095,0.2155264975004787
populus,urbs,0.44187522241964095,0.2155264975004787
homo,malus,0.4418688631393844,0.20440730160742326
homo,puto,0.4418327522790391,0.2255965292694757
rex,uis,0.4417549403504312,0.1757460198236025
bellum,lex,0.441742480832739,0.15558012904558005
os,urbs,0.4417139451029461,0.2023490976732072
modus,romanus,0.4415966749390065,0.09325535220796066
lex,pono,0.4415946720969738,0.2330531904785893
mens,urbs,0.4415441514018845,0.19025601270778658
solus,uis,0.4414062531541791,0.2755393732841869
duo,pono,0.441391502652959,0.19826143550367448
domus,mitto,0.4413734689561597,0.18998493171312614
mors,urbs,0.44136514844785796,0.1790844176012687
gens,mitto,0.4413323344669413,0.1408940965754759
liber,signum,0.4413323344669413,0.1408940965754759
manus,quaero,0.44132545949105145,0.26590996564430736
regnum,solus,0.4412940008107936,0.15102680412054248
modus,uerbum,0.4411938551953925,0.17724493042503475
puto,sequor,0.44112528850704863,0.21034849148631807
fides,puto,0.4410560532108668,0.1685499395237695
relinquo,uerbum,0.4410488856387454,0.2011825957181923
mater,mors,0.4409763459546241,0.15902548303551
malus,os,0.4409634760245717,0.17376112089212903
audio,uis,0.4408377768225963,0.18871848250472034
nox,os,0.4408074089153982,0.18576730436748523
bonus,romanus,0.44071772571498075,0.11863909391958138
fides,opus,0.44066149806666777,0.198757283232732
fides,os,0.44066149806666777,0.198757283232732
accipio,arma,0.44057169657435447,0.13235982098864696
hostis,sanctus,0.44056409072532415,0.08785793779184203
os,quaero,0.4405247833217696,0.21289728757340676
peto,uerus,0.44017666578405956,0.18644649640552924
peto,urbs,0.44017666578405956,0.18644649640552924
annus,audio,0.4401618727752353,0.17826810525372316
malus,uita,0.4401540870690134,0.1995089521304667
mens,teneo,0.44005297392401055,0.22569734064064484
caelum,natura,0.43995128417933377,0.11559386819457629
totus,urbs,0.43989493596109464,0.2528252039160872
domus,sequor,0.43986423280236386,0.22334872310261655
audio,nomen,0.4398454671405753,0.22926532480437434
debeo,nomen,0.4398454671405753,0.22926532480437434
hostis,mitto,0.439840838123667,0.13807045058678025
arma,sequor,0.4397855948123102,0.15993040755972654
loquor,manus,0.43974775734943394,0.2546344826422553
arma,scribo,0.4396894733146633,0.08739495740385994
debeo,homo,0.4396619977335842,0.1951216947987433
mens,ratio,0.43952465822277814,0.12759166317643977
opus,relinquo,0.43949267122934854,0.20910038170787715
medius,nascor,0.4394893260261191,0.1788932966677912
duo,solus,0.43941582550305786,0.20354000260858562
dominus,filius,0.4393148713248922,0.0909278636257449
nascor,uerus,0.439267161401219,0.20686669904628374
arma,primus,0.43923569103161203,0.18902072542732995
loquor,romanus,0.4392285914642762,0.1030762241459593
audio,primus,0.43919459880009276,0.21486124251237104
mater,mitto,0.43917616545047616,0.16312683879307865
gens,teneo,0.43917616545047616,0.1621611046335083
annus,ius,0.43917616545047605,0.1894254008874494
iubeo,mater,0.43917616545047605,0.17130316539048707
ratio,uis,0.43904630375300124,0.1531033725299178
fides,locus,0.43903680233966585,0.23226118425244646
domus,puto,0.4387723061259331,0.1722969549247182
credo,uerbum,0.4387000883169898,0.22091852975757842
lex,sequor,0.4386801379364356,0.2375370776119876
lex,solus,0.4386801379364356,0.2375370776119876
manus,mors,0.4386660914786928,0.24737746786068104
puto,uirtus,0.4386173154250649,0.15479713879848767
peto,relinquo,0.43858810309892143,0.1935461151173712
modus,solus,0.4385455665461103,0.20020545221038866
quaero,uis,0.4384879341776118,0.2350474007033263
homo,mors,0.4384360213062756,0.23089059273774115
natura,pars,0.43843110146468706,0.17290301723823642
mens,signum,0.4384130978819735,0.14196164042868098
sequor,teneo,0.4383507423743084,0.25745385111755237
animus,fides,0.4382974307717872,0.20330673738131644
mitto,teneo,0.4382892474322481,0.21817434094247812
modus,urbs,0.4382647268335295,0.1619851198693123
sequor,uerus,0.43819450458006826,0.21609644801000627
annus,inuenio,0.4381339558720324,0.15935458017645487
animus,ratio,0.4381276082359286,0.14037284296297603
animus,regnum,0.4381276082359286,0.14037284296297603
bonus,urbs,0.43794066525899483,0.20266677352598705
bellum,ratio,0.4379370412987154,0.09186731911054569
peto,uirtus,0.43792694605004395,0.1696159761193945
rex,sanctus,0.4378034816385037,0.08856379516951307
animus,mens,0.43775747395521253,0.21710042653858252
primus,sequor,0.4377563244810394,0.3060881727461675
primus,quaero,0.43769942385796234,0.26709218450795813
iubeo,urbs,0.43767353556594113,0.19036790703876072
opus,regnum,0.43764672339857796,0.13455306480408336
lex,uirtus,0.4376030594075367,0.17774356473466568
audio,os,0.4375058287171191,0.16452243330006144
arma,credo,0.4374805040046815,0.14952331206504876
animus,arma,0.4374805040046815,0.14952331206504876
medius,pars,0.43741946758984274,0.21311928501373778
