time,step,detail
2026-03-29 01:56:24,lgb_inner_fold,outer 2 candidate 2 of 8 fold 5 of 5
2026-03-29 01:56:25,lgb_inner_fold,outer 2 candidate 3 of 8 fold 1 of 5
2026-03-29 01:56:25,lgb_inner_fold,outer 2 candidate 3 of 8 fold 2 of 5
2026-03-29 01:56:26,lgb_inner_fold,outer 2 candidate 3 of 8 fold 3 of 5
2026-03-29 01:56:27,lgb_inner_fold,outer 2 candidate 3 of 8 fold 4 of 5
2026-03-29 01:56:27,lgb_inner_fold,outer 2 candidate 3 of 8 fold 5 of 5
2026-03-29 01:56:28,lgb_inner_fold,outer 2 candidate 4 of 8 fold 1 of 5
2026-03-29 01:56:29,lgb_inner_fold,outer 2 candidate 4 of 8 fold 2 of 5
2026-03-29 01:56:29,lgb_inner_fold,outer 2 candidate 4 of 8 fold 3 of 5
2026-03-29 01:56:29,lgb_inner_fold,outer 2 candidate 4 of 8 fold 4 of 5
2026-03-29 01:56:30,lgb_inner_fold,outer 2 candidate 4 of 8 fold 5 of 5
2026-03-29 01:56:30,lgb_inner_fold,outer 2 candidate 5 of 8 fold 1 of 5
2026-03-29 01:56:31,lgb_inner_fold,outer 2 candidate 5 of 8 fold 2 of 5
2026-03-29 01:56:32,lgb_inner_fold,outer 2 candidate 5 of 8 fold 3 of 5
2026-03-29 01:56:32,lgb_inner_fold,outer 2 candidate 5 of 8 fold 4 of 5
2026-03-29 01:56:33,lgb_inner_fold,outer 2 candidate 5 of 8 fold 5 of 5
2026-03-29 01:56:34,lgb_inner_fold,outer 2 candidate 6 of 8 fold 1 of 5
2026-03-29 01:56:34,lgb_inner_fold,outer 2 candidate 6 of 8 fold 2 of 5
2026-03-29 01:56:34,lgb_inner_fold,outer 2 candidate 6 of 8 fold 3 of 5
2026-03-29 01:56:35,lgb_inner_fold,outer 2 candidate 6 of 8 fold 4 of 5
2026-03-29 01:56:35,lgb_inner_fold,outer 2 candidate 6 of 8 fold 5 of 5
2026-03-29 01:56:35,lgb_inner_fold,outer 2 candidate 7 of 8 fold 1 of 5
2026-03-29 01:56:36,lgb_inner_fold,outer 2 candidate 7 of 8 fold 2 of 5
2026-03-29 01:56:37,lgb_inner_fold,outer 2 candidate 7 of 8 fold 3 of 5
2026-03-29 01:56:37,lgb_inner_fold,outer 2 candidate 7 of 8 fold 4 of 5
2026-03-29 01:56:38,lgb_inner_fold,outer 2 candidate 7 of 8 fold 5 of 5
2026-03-29 01:56:39,lgb_inner_fold,outer 2 candidate 8 of 8 fold 1 of 5
2026-03-29 01:56:39,lgb_inner_fold,outer 2 candidate 8 of 8 fold 2 of 5
2026-03-29 01:56:39,lgb_inner_fold,outer 2 candidate 8 of 8 fold 3 of 5
2026-03-29 01:56:40,lgb_inner_fold,outer 2 candidate 8 of 8 fold 4 of 5
2026-03-29 01:56:40,lgb_inner_fold,outer 2 candidate 8 of 8 fold 5 of 5
2026-03-29 01:56:41,outer_fold_done,fold 2 of 5
2026-03-29 01:56:41,outer_fold_start,fold 3 of 5
2026-03-29 01:56:52,fit_nb,outer fold 3
2026-03-29 01:56:52,fit_ridge,outer fold 3
2026-03-29 01:56:55,tune_svm,outer fold 3
2026-03-29 01:56:55,svm_inner_fold,outer 3 cost 0.25 fold 1 of 5
2026-03-29 01:56:56,svm_inner_fold,outer 3 cost 0.25 fold 2 of 5
2026-03-29 01:56:56,svm_inner_fold,outer 3 cost 0.25 fold 3 of 5
2026-03-29 01:56:56,svm_inner_fold,outer 3 cost 0.25 fold 4 of 5
2026-03-29 01:56:56,svm_inner_fold,outer 3 cost 0.25 fold 5 of 5
2026-03-29 01:56:56,svm_inner_fold,outer 3 cost 1 fold 1 of 5
2026-03-29 01:56:56,svm_inner_fold,outer 3 cost 1 fold 2 of 5
2026-03-29 01:56:56,svm_inner_fold,outer 3 cost 1 fold 3 of 5
2026-03-29 01:56:56,svm_inner_fold,outer 3 cost 1 fold 4 of 5
2026-03-29 01:56:57,svm_inner_fold,outer 3 cost 1 fold 5 of 5
2026-03-29 01:56:57,svm_inner_fold,outer 3 cost 4 fold 1 of 5
2026-03-29 01:56:57,svm_inner_fold,outer 3 cost 4 fold 2 of 5
2026-03-29 01:56:57,svm_inner_fold,outer 3 cost 4 fold 3 of 5
2026-03-29 01:56:57,svm_inner_fold,outer 3 cost 4 fold 4 of 5
2026-03-29 01:56:57,svm_inner_fold,outer 3 cost 4 fold 5 of 5
2026-03-29 01:56:57,svm_inner_fold,outer 3 cost 16 fold 1 of 5
2026-03-29 01:56:57,svm_inner_fold,outer 3 cost 16 fold 2 of 5
2026-03-29 01:56:57,svm_inner_fold,outer 3 cost 16 fold 3 of 5
2026-03-29 01:56:57,svm_inner_fold,outer 3 cost 16 fold 4 of 5
2026-03-29 01:56:57,svm_inner_fold,outer 3 cost 16 fold 5 of 5
2026-03-29 01:56:58,tune_xgb,outer fold 3
2026-03-29 01:56:58,xgb_inner_fold,outer 3 candidate 1 of 8 fold 1 of 5
2026-03-29 01:57:00,xgb_inner_fold,outer 3 candidate 1 of 8 fold 2 of 5
2026-03-29 01:57:01,xgb_inner_fold,outer 3 candidate 1 of 8 fold 3 of 5
2026-03-29 01:57:04,xgb_inner_fold,outer 3 candidate 1 of 8 fold 4 of 5
2026-03-29 01:57:06,xgb_inner_fold,outer 3 candidate 1 of 8 fold 5 of 5
2026-03-29 01:57:09,xgb_inner_fold,outer 3 candidate 2 of 8 fold 1 of 5
2026-03-29 01:57:11,xgb_inner_fold,outer 3 candidate 2 of 8 fold 2 of 5
2026-03-29 01:57:13,xgb_inner_fold,outer 3 candidate 2 of 8 fold 3 of 5
2026-03-29 01:57:15,xgb_inner_fold,outer 3 candidate 2 of 8 fold 4 of 5
2026-03-29 01:57:18,xgb_inner_fold,outer 3 candidate 2 of 8 fold 5 of 5
2026-03-29 01:57:20,xgb_inner_fold,outer 3 candidate 3 of 8 fold 1 of 5
2026-03-29 01:57:22,xgb_inner_fold,outer 3 candidate 3 of 8 fold 2 of 5
2026-03-29 01:57:26,xgb_inner_fold,outer 3 candidate 3 of 8 fold 3 of 5
2026-03-29 01:57:32,xgb_inner_fold,outer 3 candidate 3 of 8 fold 4 of 5
2026-03-29 01:57:35,xgb_inner_fold,outer 3 candidate 3 of 8 fold 5 of 5
2026-03-29 01:57:42,xgb_inner_fold,outer 3 candidate 4 of 8 fold 1 of 5
2026-03-29 01:57:44,xgb_inner_fold,outer 3 candidate 4 of 8 fold 2 of 5
2026-03-29 01:57:47,xgb_inner_fold,outer 3 candidate 4 of 8 fold 3 of 5
2026-03-29 01:57:49,xgb_inner_fold,outer 3 candidate 4 of 8 fold 4 of 5
2026-03-29 01:57:53,xgb_inner_fold,outer 3 candidate 4 of 8 fold 5 of 5
2026-03-29 01:57:57,xgb_inner_fold,outer 3 candidate 5 of 8 fold 1 of 5
2026-03-29 01:57:58,xgb_inner_fold,outer 3 candidate 5 of 8 fold 2 of 5
2026-03-29 01:58:00,xgb_inner_fold,outer 3 candidate 5 of 8 fold 3 of 5
2026-03-29 01:58:02,xgb_inner_fold,outer 3 candidate 5 of 8 fold 4 of 5
