score,model,term,mean,lower,upper,prob_positive,y_sd,mean_std,lower_std,upper_std,best_with_score_model,best_with_score_pretty,score_label
score_bert_logit,date_rw2_score_creator,score_std,0.14202195738627013,0.06627354282186916,0.2177959445881862,0.9998860439104332,1.0000000000000002,0.1420219573862701,0.06627354282186915,0.21779594458818616,date_rw2_score_creator,Date RW2 + creator + score,Latin BERT
score_lgb_logit,date_rw2_source_score_creator,score_std,0.3817114228418988,0.29738893610129297,0.46600999652029995,0.9999998124951612,1.0000000000000002,0.3817114228418987,0.2973889361012929,0.46600999652029984,date_rw2_source_score_creator,Date RW2 + source + creator + score,LightGBM
score_nb_logit,date_rw2_score_creator,score_std,-0.35814710711480835,-0.44328681297768024,-0.2728951100625182,0,1.0000000000000002,-0.3581471071148083,-0.44328681297768013,-0.27289511006251815,date_rw2_score_creator,Date RW2 + creator + score,NB
score_ridge_logit,date_rw2_score_creator,score_std,0.5137340983352601,0.43910211967634066,0.5883154533189993,0.9999998126472827,1.0000000000000002,0.51373409833526,0.43910211967634055,0.5883154533189991,date_rw2_score_creator,Date RW2 + creator + score,Elastic net
score_svm_logit,date_rw2_source_score_creator,score_std,0.49537489025504594,0.4099552365172446,0.5807377919280491,0.9999998125387103,1.0000000000000002,0.49537489025504583,0.40995523651724447,0.580737791928049,date_rw2_source_score_creator,Date RW2 + source + creator + score,SVM
score_xgb_logit,date_rw2_source_score_creator,score_std,0.27372359504139704,0.1872222350530996,0.3602062166923644,0.9999998124640757,1.0000000000000002,0.273723595041397,0.18722223505309957,0.36020621669236436,date_rw2_source_score_creator,Date RW2 + source + creator + score,XGBoost
