score,auc_raw,flipped,auc_aligned
score_nb_logit,0.9631716967243283,FALSE,0.9631716967243283
score_ridge_logit,0.9780318365844681,FALSE,0.9780318365844681
score_svm_logit,0.9813213102686786,FALSE,0.9813213102686786
score_xgb_logit,0.9642988590357011,FALSE,0.9642988590357011
score_lgb_logit,0.9677953625322047,FALSE,0.9677953625322047
