score,model,creator_idx,mean,lower,upper,y_sd,creator,mean_std,lower_std,upper_std,model_pretty,date_function,has_label,has_creator,score_label
score_bert_logit,label_date_linear_creator,22,0.012704529438799678,-0.6050896153893182,0.6694494699666914,4.390385762811726,Auianus,0.002893715979678137,-0.13782151457274266,0.15248078554672545,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,23,-0.05975604123934805,-0.7504755354017403,0.4511478201763771,4.390385762811726,"Ausonius, Decimus Magnus",-0.013610658485982018,-0.1709361263328065,0.1027581275426352,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,24,-0.011274087060471241,-0.6636394358365272,0.607247846428013,4.390385762811726,Auspicius Tullensis Episcopus,-0.0025679035213641453,-0.15115743164480241,0.1383130957583815,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,25,0.01610708704284238,-0.6006409848203351,0.6832232625734345,4.390385762811726,"Avianus, Flavius",0.0036687179471279426,-0.1368082481288997,0.15561804804502627,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,26,0.007154686032758827,-0.6001021493269184,0.633546329726295,4.390385762811726,"Avienus, Rufius Festus",0.0016296258277260734,-0.13668551734337717,0.1443031122897397,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,27,0.007162551495318322,-0.6131965666731465,0.6490965377048904,4.390385762811726,Baebius Italicus,0.0016314173474203375,-0.13966803825466995,0.14784498965967646,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,28,0.064436849588305,-0.4344985040302916,0.8383730682420696,4.390385762811726,Benedictus Nursianus,0.014676808159800027,-0.09896590584605636,0.19095658412147182,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,29,0.12217965590940158,-0.4215445141244685,1.1224619352824325,4.390385762811726,"Boethius, Anicius Manlius Severinus",0.027828911287092528,-0.09601537015155123,0.2556636240920152,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,30,0.028083367825017188,-0.583513255753434,0.7337270700978227,4.390385762811726,"Caecus, Appius Claudius",0.006396560425941208,-0.13290705812141113,0.1671213213911124,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,31,0.0033813031344266664,-0.6088355354200531,0.6252863006215142,4.390385762811726,"Caesar, Caius Iulius",7.701608280228171e-4,-0.13867472434361616,0.14242172200856068,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
