score,model,date_function.x,date_mid,mean,lower,upper,y_sd,mean_std,lower_std,upper_std,model_pretty,date_function.y,has_label,has_creator,waic,score_label
score_bert_logit,label_date_linear_creator,linear,-216.46787148594376,-1.9338312505964326,-2.5808920370433865,-1.2879335493890558,4.390385762811726,-0.44046955212380995,-0.587850857868697,-0.2933531627900112,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-212.87550200803213,-1.9158866400207748,-2.556943151881728,-1.2759824207763688,4.390385762811726,-0.43638230067368555,-0.5823960102868478,-0.29063104923135363,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-209.2831325301205,-1.8979420294451175,-2.532994266720071,-1.264031292163682,4.390385762811726,-0.4322950492235612,-0.576941162704999,-0.2879089356726961,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-205.69076305220884,-1.8799974188694597,-2.5090453815584124,-1.252080163550995,4.390385762811726,-0.4282077977734368,-0.5714863151231497,-0.2851868221140385,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-202.09839357429718,-1.862052808293802,-2.4850964963967543,-1.240129034938308,4.390385762811726,-0.4241205463233124,-0.5660314675413007,-0.28246470855538097,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-198.50602409638554,-1.8441081977181446,-2.4611476112350967,-1.2281779063256213,4.390385762811726,-0.42003329487318813,-0.5605766199594517,-0.27974259499672344,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-194.9136546184739,-1.8261635871424868,-2.4371987260734387,-1.2162267777129343,4.390385762811726,-0.4159460434230637,-0.5551217723776027,-0.27702048143806585,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-191.32128514056225,-1.8082189765668293,-2.4132498409117806,-1.2042756491002475,4.390385762811726,-0.41185879197293934,-0.5496669247957536,-0.2742983678794083,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-187.7289156626506,-1.7902743659911717,-2.389300955750123,-1.1923245204875608,4.390385762811726,-0.407771540522815,-0.5442120772139047,-0.2715762543207508,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-184.13654618473896,-1.772329755415514,-2.365352070588465,-1.1803733918748736,4.390385762811726,-0.4036842890726906,-0.5387572296320556,-0.2688541407620932,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-180.54417670682733,-1.7543851448398566,-2.3414031854268074,-1.168422263262187,4.390385762811726,-0.39959703762256626,-0.5333023820502067,-0.2661320272034357,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-176.95180722891567,-1.7364405342641989,-2.3174543002651493,-1.1564711346495,4.390385762811726,-0.39550978617244187,-0.5278475344683576,-0.2634099136447781,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-173.359437751004,-1.7184959236885409,-2.293505415103491,-1.1445200060368128,4.390385762811726,-0.3914225347223174,-0.5223926868865085,-0.26068780008612047,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-169.76706827309238,-1.7005513131128838,-2.2695565299418337,-1.1325688774241263,4.390385762811726,-0.3873352832721932,-0.5169378393046596,-0.257965686527463,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-166.17469879518072,-1.6826067025372258,-2.245607644780175,-1.1206177488114393,4.390385762811726,-0.38324803182206874,-0.5114829917228105,-0.25524357296880545,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-162.58232931726909,-1.6646620919615684,-2.2216587596185176,-1.1086666201987525,4.390385762811726,-0.3791607803719444,-0.5060281441409615,-0.2525214594101479,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-158.98995983935743,-1.6467174813859107,-2.1977098744568595,-1.0967154915860655,4.390385762811726,-0.37507352892182,-0.5005732965591125,-0.24979934585149033,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-155.3975903614458,-1.6287728708102531,-2.1737609892952015,-1.0847643629733785,4.390385762811726,-0.37098627747169566,-0.4951184489772635,-0.24707723229283274,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-151.80522088353413,-1.6108282602345954,-2.149812104133544,-1.0728132343606915,4.390385762811726,-0.36689902602157126,-0.4896636013954145,-0.24435511873417518,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-148.2128514056225,-1.592883649658938,-2.125863218971886,-1.0608621057480048,4.390385762811726,-0.3628117745714469,-0.48420875381356543,-0.24163300517551764,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-144.62048192771084,-1.57493903908328,-2.1019143338102277,-1.0489109771353178,4.390385762811726,-0.35872452312132247,-0.4787539062317164,-0.23891089161686008,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-141.0281124497992,-1.556994428507623,-2.0779654486485706,-1.0369598485226312,4.390385762811726,-0.35463727167119824,-0.47329905864986754,-0.2361887780582026,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-137.43574297188755,-1.539049817931965,-2.054016563486912,-1.025008719909944,4.390385762811726,-0.3505500202210738,-0.4678442110680184,-0.23346666449954495,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-133.84337349397592,-1.5211052073563076,-2.0300676783252545,-1.0130575912972573,4.390385762811726,-0.34646276877094945,-0.46238936348616944,-0.23074455094088744,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-130.25100401606426,-1.5031605967806498,-2.0061187931635964,-1.0011064626845705,4.390385762811726,-0.34237551732082505,-0.4569345159043204,-0.2280224373822299,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-126.65863453815263,-1.4852159862049923,-1.9821699080019384,-0.9891553340718835,4.390385762811726,-0.3382882658707007,-0.45147966832247133,-0.22530032382357235,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-123.06626506024097,-1.4672713756293345,-1.9582210228402805,-0.9772042054591965,4.390385762811726,-0.3342010144205763,-0.44602482074062233,-0.22257821026491476,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-119.47389558232933,-1.4493267650536772,-1.9342721376786227,-0.9652530768465098,4.390385762811726,-0.330113762970452,-0.44056997315877333,-0.21985609670625725,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-115.88152610441767,-1.4313821544780192,-1.9103232525169644,-0.9533019482338227,4.390385762811726,-0.3260265115203275,-0.4351151255769242,-0.21713398314759966,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-112.28915662650604,-1.413437543902362,-1.886374367355307,-0.9413508196211361,4.390385762811726,-0.3219392600702033,-0.42966027799507533,-0.21441186958894215,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-108.69678714859438,-1.395492933326704,-1.8624254821936488,-0.929399691008449,4.390385762811726,-0.31785200862007884,-0.4242054304132262,-0.21168975603028456,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-105.10441767068275,-1.3775483227510466,-1.8384765970319907,-0.9174485623957621,4.390385762811726,-0.3137647571699545,-0.41875058283137717,-0.208967642471627,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-101.51204819277109,-1.359603712175389,-1.8145277118703331,-0.9054974337830753,4.390385762811726,-0.3096775057198301,-0.41329573524952823,-0.20624552891296946,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-97.91967871485946,-1.341659101599731,-1.7905788267086749,-0.8935463051703882,4.390385762811726,-0.30559025426970565,-0.4078408876676791,-0.20352341535431187,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-94.3273092369478,-1.3237144910240737,-1.7666299415470172,-0.8815951765577015,4.390385762811726,-0.30150300281958137,-0.4023860400858302,-0.20080130179565434,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-90.73493975903617,-1.3057698804484161,-1.7426810563853592,-0.8696440479450146,4.390385762811726,-0.297415751369457,-0.3969311925039811,-0.19807918823699677,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-87.1425702811245,-1.2878252698727584,-1.7187321712237011,-0.8576929193323276,4.390385762811726,-0.2933284999193326,-0.39147634492213207,-0.1953570746783392,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-83.55020080321287,-1.269880659297101,-1.6947832860620435,-0.8457417907196408,4.390385762811726,-0.2892412484692083,-0.3860214973402831,-0.19263496111968167,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-79.95783132530121,-1.2519360487214433,-1.6708344009003857,-0.833790662106954,4.390385762811726,-0.2851539970190839,-0.38056664975843413,-0.18991284756102414,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-76.36546184738958,-1.2339914381457857,-1.6468855157387277,-0.821839533494267,4.390385762811726,-0.28106674556895955,-0.3751118021765851,-0.18719073400236655,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-72.77309236947792,-1.216046827570128,-1.6229366305770696,-0.8098884048815801,4.390385762811726,-0.27697949411883516,-0.369656954594736,-0.184468620443709,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-69.18072289156629,-1.1981022169944706,-1.598987745415412,-0.7979372762688933,4.390385762811726,-0.2728922426687108,-0.3642021070128871,-0.18174650688505148,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-65.58835341365463,-1.1801576064188128,-1.575038860253754,-0.7859861476562064,4.390385762811726,-0.2688049912185864,-0.358747259431038,-0.17902439332639392,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-61.99598393574297,-1.162212995843155,-1.551089975092096,-0.7740350190435193,4.390385762811726,-0.264717739768462,-0.35329241184918897,-0.17630227976773633,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-58.40361445783134,-1.1442683852674975,-1.527141089930438,-0.7620838904308326,4.390385762811726,-0.2606304883183377,-0.34783756426733997,-0.1735801662090788,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-54.81124497991968,-1.1263237746918398,-1.50319220476878,-0.7501327618181456,4.390385762811726,-0.25654323686821323,-0.3423827166854909,-0.17085805265042123,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-51.218875502008046,-1.1083791641161822,-1.4792433196071222,-0.7381816332054588,4.390385762811726,-0.2524559854180889,-0.3369278691036419,-0.1681359390917637,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-47.626506024096386,-1.0904345535405247,-1.4552944344454641,-0.7262305045927718,4.390385762811726,-0.24836873396796455,-0.33147302152179287,-0.1654138255331061,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-44.034136546184754,-1.072489942964867,-1.4313455492838063,-0.714279375980085,4.390385762811726,-0.24428148251784018,-0.32601817393994387,-0.16269171197444857,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-40.441767068273094,-1.0545453323892093,-1.4073966641221485,-0.7023282473673981,4.390385762811726,-0.24019423106771579,-0.3205633263580948,-0.159969598415791,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-36.849397590361434,-1.0366007218135518,-1.3834477789604904,-0.6903771187547112,4.390385762811726,-0.23610697961759142,-0.31510847877624576,-0.15724748485713347,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-33.2570281124498,-1.0186561112378942,-1.3594988937988326,-0.6784259901420243,4.390385762811726,-0.23201972816746708,-0.30965363119439676,-0.1545253712984759,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-29.66465863453817,-1.0007115006622367,-1.3355500086371748,-0.6664748615293374,4.390385762811726,-0.2279324767173427,-0.30419878361254776,-0.15180325773981834,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-26.07228915662654,-0.9827668900865791,-1.311601123475517,-0.6545237329166507,4.390385762811726,-0.22384522526721837,-0.29874393603069876,-0.14908114418116084,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-22.47991967871485,-0.9648222795109213,-1.2876522383138587,-0.6425726043039636,4.390385762811726,-0.21975797381709394,-0.29328908844884966,-0.14635903062250322,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-18.88755020080322,-0.9468776689352637,-1.2637033531522008,-0.6306214756912767,4.390385762811726,-0.21567072236696957,-0.28783424086700066,-0.14363691706384568,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-15.295180722891587,-0.9289330583596062,-1.239754467990543,-0.6186703470785898,4.390385762811726,-0.21158347091684523,-0.28237939328515166,-0.14091480350518812,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-11.702811244979955,-0.9109884477839486,-1.2158055828288852,-0.606719218465903,4.390385762811726,-0.20749621946672087,-0.27692454570330266,-0.13819268994653058,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-8.110441767068266,-0.8930438372082908,-1.1918566976672271,-0.5947680898532159,4.390385762811726,-0.20340896801659647,-0.2714696981214536,-0.135470576387873,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-4.518072289156635,-0.8750992266326333,-1.1679078125055693,-0.5828169612405292,4.390385762811726,-0.1993217165664721,-0.2660148505396046,-0.13274846282921546,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,-0.925702811245003,-0.8571546160569757,-1.1439589273439115,-0.5708658326278423,4.390385762811726,-0.19523446511634776,-0.2605600029577556,-0.13002634927055792,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,2.6666666666666288,-0.8392100054813182,-1.1200100421822536,-0.5589147040151554,4.390385762811726,-0.1911472136662234,-0.2551051553759066,-0.12730423571190036,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,6.259036144578317,-0.8212653949056604,-1.0960611570205954,-0.5469635754024684,4.390385762811726,-0.187059962216099,-0.2496503077940575,-0.12458212215324278,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,9.851405622489949,-0.8033207843300029,-1.0721122718589375,-0.5350124467897817,4.390385762811726,-0.18297271076597463,-0.2441954602122085,-0.12186000859458525,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,13.44377510040158,-0.7853761737543453,-1.0481633866972797,-0.5230613181770948,4.390385762811726,-0.1788854593158503,-0.2387406126303595,-0.1191378950359277,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,17.036144578313213,-0.7674315631786878,-1.0242145015356219,-0.5111101895644079,4.390385762811726,-0.17479820786572592,-0.2332857650485105,-0.11641578147727015,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,20.6285140562249,-0.74948695260303,-1.0002656163739638,-0.4991590609517209,4.390385762811726,-0.17071095641560152,-0.22783091746666145,-0.11369366791861257,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,24.220883534136533,-0.7315423420273724,-0.976316731212306,-0.4872079323390341,4.390385762811726,-0.16662370496547715,-0.22237606988481246,-0.11097155435995504,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,27.813253012048165,-0.7135977314517149,-0.9523678460506482,-0.4752568037263472,4.390385762811726,-0.1625364535153528,-0.21692122230296346,-0.10824944080129748,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,31.405622489959796,-0.6956531208760574,-0.9284189608889903,-0.4633056751136604,4.390385762811726,-0.15844920206522844,-0.21146637472111446,-0.10552732724263994,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,34.997991967871485,-0.6777085103003994,-0.9044700757273321,-0.4513545465009733,4.390385762811726,-0.154361950615104,-0.20601152713926535,-0.10280521368398234,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,38.59036144578312,-0.6597638997247418,-0.8805211905656742,-0.43940341788828646,4.390385762811726,-0.15027469916497965,-0.20055667955741635,-0.1000831001253248,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,42.18273092369475,-0.6418192891490844,-0.8565723054040164,-0.4274522892755996,4.390385762811726,-0.1461874477148553,-0.19510183197556735,-0.09736098656666725,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,45.77510040160638,-0.6238746785734268,-0.8326234202423586,-0.41550116066291276,4.390385762811726,-0.14210019626473097,-0.18964698439371833,-0.0946388730080097,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,49.36746987951807,-0.6059300679977689,-0.8086745350807004,-0.40355003205022577,4.390385762811726,-0.13801294481460652,-0.18419213681186927,-0.09191675944935213,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,52.9598393574297,-0.5879854574221114,-0.7847256499190426,-0.3915989034375389,4.390385762811726,-0.13392569336448218,-0.17873728923002025,-0.08919464589069458,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,56.55220883534133,-0.570040846846454,-0.7607767647573848,-0.37964777482485207,4.390385762811726,-0.12983844191435784,-0.17328244164817125,-0.08647253233203704,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,60.14457831325302,-0.5520962362707961,-0.7368278795957266,-0.367696646212165,4.390385762811726,-0.12575119046423341,-0.16782759406632217,-0.08375041877337945,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,63.73694779116465,-0.5341516256951385,-0.7128789944340688,-0.3557455175994782,4.390385762811726,-0.12166393901410906,-0.16237274648447317,-0.0810283052147219,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
score_bert_logit,label_date_linear_creator,linear,67.32931726907628,-0.516207015119481,-0.6889301092724109,-0.3437943889867914,4.390385762811726,-0.1175766875639847,-0.15691789890262417,-0.07830619165606437,Label + linear date + creator,linear,TRUE,TRUE,1849.8575591892477,Latin BERT
