model,term,mu_all,mu_ch,mu_nc,mean_abs_contrib,n_present,n_present_ch,n_present_nc,present_rate,direction,z_mu_all,z_abs,rank_abs,rank_pos,rank_neg,side
lightgbm,exercitus,-0.00580805662797399,7.58100143363995e-4,-0.0076263769646522026,0.008020908814509472,83,18,65,0.2292817679558011,non_christian,-0.28557861240498744,0.34087796091473205,133,18507,30,non_christian
naive_bayes,augustinus,136.4921120199672,180.24795654311458,5.22457845052506,136.4921120199672,8,6,2,0.022099447513812154,christian,22.423056539701218,23.38504895911962,6,4,18533,christian
naive_bayes,christus,90.38920718482761,103.30993915614647,18.737875343877523,90.38920718482761,72,61,11,0.19889502762430938,christian,14.860451327234006,15.366677356816233,8,6,18531,christian
naive_bayes,ecclesia,87.35985526988492,94.8420650962408,7.549617122088821,87.35985526988492,35,32,3,0.09668508287292818,christian,14.363524015077282,14.839802326814963,9,7,18530,christian
naive_bayes,christianus,84.18858828895077,90.21244085595224,5.878504917931724,84.18858828895077,28,26,2,0.07734806629834254,christian,13.84331731040435,14.28824495327907,10,8,18529,christian
naive_bayes,basilica,61.03457676189289,150.6385298804165,7.2722048907787284,61.03457676189289,16,6,10,0.04419889502762431,christian,10.045191164335803,10.26122172834644,15,13,18524,christian
naive_bayes,gothus,57.765843060085594,83.62613326721694,6.045262645822913,57.765843060085594,6,4,2,0.016574585635359115,christian,9.508996262520995,9.692712616311345,20,16,18521,christian
naive_bayes,deus,46.47359780200445,107.44617183580466,23.077144975081087,46.47359780200445,238,66,172,0.6574585635359116,christian,7.656644590655587,7.728727504583,28,22,18515,christian
naive_bayes,angelus,39.75371484146225,41.46219389066891,5.584133857329146,39.75371484146225,42,40,2,0.11602209944751381,christian,6.55433179526246,6.559982955963045,39,28,18509,christian
naive_bayes,sanctus,35.04223039098848,67.47058811877967,9.562806462009675,35.04223039098848,150,66,84,0.4143646408839779,christian,5.78147166874711,5.74054580211199,52,35,18502,christian
naive_bayes,monachus,34.99622897951453,39.32909542459728,4.666163863935271,34.99622897951453,16,14,2,0.04419889502762431,christian,5.773925712251791,5.732545082574954,53,36,18501,christian
naive_bayes,repperio,33.89904947180148,48.42721353114498,12.106803382786245,33.89904947180148,5,3,2,0.013812154696132596,christian,5.593947129693616,5.541719948264329,55,38,18499,christian
naive_bayes,dominicus,29.706730881194062,32.48355052264607,4.715354108126043,29.706730881194062,20,18,2,0.055248618784530384,christian,4.906249672472104,4.812577859388547,67,45,18492,christian
naive_bayes,persecutio,27.050072374896196,29.862521488641246,4.550479464935809,27.050072374896196,18,16,2,0.049723756906077346,christian,4.470458055017231,4.350522915126551,77,51,18486,christian
naive_bayes,dominus,25.31496363999698,44.99610305296737,13.43535696730312,25.31496363999698,178,67,111,0.49171270718232046,christian,4.185835157400057,4.048746993271402,84,53,18484,christian
naive_bayes,supradictus,25.187788222940764,45.33801880129337,5.037557644588152,25.187788222940764,6,3,3,0.016574585635359115,christian,4.164973620033458,4.026628218841003,85,54,18483,christian
naive_bayes,rex,24.600535177025566,45.20562380557829,16.67550108912067,24.600535177025566,162,45,117,0.44751381215469616,christian,4.06864209901636,3.9244912024518848,88,56,18481,christian
naive_bayes,propheta,23.536291861746893,25.872865763963798,6.712959765785202,23.536291861746893,41,36,5,0.1132596685082873,christian,3.894066287096471,3.7393944410290016,95,59,18478,christian
naive_bayes,francus,22.424406395705375,49.14938388099808,6.38941990452975,22.424406395705375,8,3,5,0.022099447513812154,christian,3.7116753759115655,3.5460115971973094,109,68,18469,christian
naive_bayes,haeresis,19.57486856759935,21.950150560634157,4.135535612873101,19.57486856759935,15,13,2,0.04143646408839779,christian,3.2442443168705353,3.050410435355564,133,78,18459,christian
naive_bayes,anima,19.02843538990815,31.021335742013722,10.438925678264928,19.02843538990815,127,53,74,0.35082872928176795,christian,3.1546087849523223,2.955372947149052,139,80,18457,christian
naive_bayes,passio,18.92129631319651,20.666434055802075,4.37848179148349,18.92129631319651,28,25,3,0.07734806629834254,christian,3.1370339587478617,2.936738960130802,143,81,18456,christian
naive_bayes,iudaei,18.070871852679524,23.358820043471013,6.96618065201739,18.070871852679524,31,21,10,0.0856353591160221,christian,2.9975324570330857,2.788830289983056,155,89,18448,christian
naive_bayes,caro,17.986873151609572,25.64467328183973,8.31386246079255,17.986873151609572,86,48,38,0.23756906077348067,christian,2.983753520178159,2.77422095459089,156,90,18447,christian
naive_bayes,creatura,16.41758077282766,17.46476877392935,7.516482763463265,16.41758077282766,19,17,2,0.052486187845303865,christian,2.7263307229357725,2.5012843686917487,187,99,18438,christian
naive_bayes,diuinitas,16.337270685746287,20.509993501586248,10.495458743570342,16.337270685746287,24,14,10,0.06629834254143646,christian,2.7131568570948428,2.4873165693972243,188,100,18437,christian
naive_bayes,daemon,15.834069448264879,14.8266623351642,23.89332635307036,15.834069448264879,27,24,3,0.07458563535911603,christian,2.6306129845318216,2.399798125010842,200,107,18430,christian
naive_bayes,benedictio,15.767895546322293,17.328757933736014,4.061427640719379,15.767895546322293,17,15,2,0.04696132596685083,christian,2.6197579831485065,2.388288938376129,202,108,18429,christian
naive_bayes,regredior,15.511053529249633,32.643318868053605,4.089543303380319,15.511053529249633,30,12,18,0.08287292817679558,christian,2.5776262609926,2.343618114632198,209,112,18425,christian
naive_bayes,natiuitas,15.491917660613575,17.133918149987366,3.997914234997053,15.491917660613575,16,14,2,0.04419889502762431,christian,2.5744872609575777,2.3402899402751713,210,113,18424,christian
naive_bayes,exinde,15.171844371655647,16.638889298657844,9.597073649047292,15.171844371655647,24,19,5,0.06629834254143646,christian,2.5219832390938666,2.2846217219706286,218,116,18421,christian
naive_bayes,ualitudo,-46.19729281150707,-4.831089444340608,-59.98602726722922,46.19729281150707,8,2,6,0.022099447513812154,non_christian,-7.544856549106573,7.680671615321762,29,18530,7,non_christian
naive_bayes,pompeius,-39.753723741671784,-4.411078947785137,-42.895292167795034,39.753723741671784,49,4,45,0.13535911602209943,non_christian,-6.487869593323979,6.559984503917294,38,18526,11,non_christian
naive_bayes,participium,-38.19633323365449,-2.938179479511884,-73.4544869877971,38.19633323365449,4,2,2,0.011049723756906077,non_christian,-6.232399149196966,6.289117931239544,45,18523,14,non_christian
naive_bayes,orator,-27.496773080971874,-6.0543353572782115,-33.13951985036494,27.496773080971874,48,10,38,0.13259668508287292,non_christian,-4.477270059801507,4.428214597877006,74,18512,25,non_christian
naive_bayes,parricidium,-26.504048301389815,-3.630691548135591,-34.128500552474556,26.504048301389815,12,3,9,0.03314917127071823,non_christian,-4.314425969619789,4.255556579689906,79,18509,28,non_christian
naive_bayes,scipio,-25.97537030691541,-3.274206341207823,-28.190118010886874,25.97537030691541,45,4,41,0.12430939226519337,non_christian,-4.227702953553316,4.163607132408544,81,18507,30,non_christian
naive_bayes,caesar,-25.497106856015762,-9.77524215950429,-29.10888658359271,25.497106856015762,91,17,74,0.2513812154696133,non_christian,-4.149249813135374,4.080425951378269,83,18506,31,non_christian
naive_bayes,lucilius,-24.923920183887056,-2.9783300848670056,-27.50575431318353,24.923920183887056,19,2,17,0.052486187845303865,non_christian,-4.055225704896248,3.9807354058247806,87,18505,32,non_christian
