"target","proxy","corr"
"phoebus","iuppiter",0.513730393675852
"phoebus","unda",0.474018180762624
"phoebus","rus",0.46477246724894
"phoebus","pallidus",0.463074220784898
"phoebus","dexter",0.456920874421108
"phoebus","coma",0.448011000481485
"phoebus","tristis",0.446879819647278
"phoebus","genetrix",0.444512112588014
"respondeo","fides",-0.507599417402829
"respondeo","edo",0.465512609286077
"respondeo","cresco",0.439654155600414
"respondeo","uotum",0.431094557510577
"respondeo","uetus",0.4178128548523
"respondeo","cura",-0.397713141991868
"respondeo","animus",-0.38072033232588
"respondeo","ardeo",0.377853428714276
"respondeo","mitto",-0.375990040046925
"respondeo","color",0.369587223059356
"salus","lignum",0.563788773930684
"salus","spiritus",0.45411579548794
"salus","labor",0.440543153683976
"salus","pius",0.427348339082673
"salus","christus",0.420527247085058
"salus","sanctus",0.404206605519155
"salus","sacer",0.400821578145396
"salus","uinum",0.396014315701481
"salus","petrus",0.392664739685994
"salus","dominus",0.383048248330887
"sanctus","dominus",0.53716348548661
"sanctus","caro",0.518658965085844
"sanctus","spiritus",0.479786575831929
"sanctus","uerus",0.447376952182744
"sanctus","christus",0.438078038614816
"sanctus","mors",0.437992150399521
"sanctus","salus",0.404206605519155
"sanctus","lignum",0.396226421529912
"sanctus","angelus",0.39149075204323
"sanctus","turbo",0.391409790107146
"sententia","homo",0.664638232845151
"sententia","usus",0.628196571867171
"sententia","lego",0.623402412108485
"sententia","liber",0.553601925390318
"sententia","deus",0.549968961025321
"sententia","uitium",0.54163935152987
"sententia","corrumpo",0.534570834125534
"sententia","corporeus",0.514384629667995
"sententia","mortalis",0.51436111120515
"sententia","supplico",0.513540533034845
"spiritus","caro",0.557363052149541
"spiritus","angelus",0.55603857593893
"spiritus","christus",0.509996257056805
"spiritus","petrus",0.494743889979361
"spiritus","sanctus",0.479786575831929
"spiritus","dominus",0.471227611563438
"spiritus","salus",0.45411579548794
"spiritus","lignum",0.440066995959568
"spiritus","caelum",0.420046164268122
"spiritus","fides",0.411739249261686
"uenio","tempus",0.507280510831601
"uenio","nomen",0.465374810171112
"uenio","parens",0.455265976010375
"uenio","totus",0.454208206561787
"uenio","nascor",0.452434902962138
"uenio","pars",-0.43425292357769
"uenio","natura",0.433325344239781
"uenio","fama",0.432544006451471
"uenio","uis",-0.424775283832695
"uenio","mitto",-0.423299047982874
