model,auc,log_loss,brier,threshold_youden,accuracy_youden,precision_youden,recall_youden,f1_youden,threshold_f1,accuracy_f1,precision_f1,recall_f1,f1_f1
naive_bayes,0.9158736200989718,2.782033486950192,0.15800106928877541,0.9981990384268072,0.896551724137931,0.868421052631579,0.9295774647887324,0.8979591836734694,0.9990056112869531,0.896551724137931,0.868421052631579,0.9295774647887324,0.8979591836734694
ridge,0.82736962314427,0.6267623145414083,0.21056040725436315,0.46519542324799434,0.8068965517241379,0.8208955223880597,0.7746478873239436,0.7971014492753623,0.4652260477931413,0.8068965517241379,0.8208955223880597,0.7746478873239436,0.7971014492753623
svm_platt,0.8182337266844307,0.5717312761413695,0.17254715961398293,0.4510708783173249,0.7655172413793103,0.8775510204081632,0.6056338028169014,0.7166666666666666,0.360124200173973,0.7310344827586207,0.686046511627907,0.8309859154929577,0.751592356687898
xgboost,0.8964598401218119,0.42587998639974073,0.1314958079820759,0.29510702178006587,0.8482758620689655,0.810126582278481,0.9014084507042254,0.8533333333333334,0.2959982748378529,0.8482758620689655,0.810126582278481,0.9014084507042254,0.8533333333333334
lightgbm,0.9236771983250851,0.3730404355720592,0.11260625499826353,0.38554741653696645,0.8689655172413793,0.8421052631578947,0.9014084507042254,0.8707482993197279,0.3877830196081578,0.8689655172413793,0.8421052631578947,0.9014084507042254,0.8707482993197279
